Name	Classification	Specific_Tissue	Sex_Expression	Diff_Sex	log2_FC	Involved_in_Maturation	Involved_in_Growth
Transcript_265839.0	Tissue Specific	Gonad	Female			False	True
Transcript_245388.0	Others					False	False
Transcript_248211.0	Others					False	False
Transcript_80628.0	Tissue Specific	Skin	Male			False	True
Transcript_102281.0	Others					False	True
Transcript_171434.0	Others					False	False
Transcript_171439.0	Tissue Specific	Gonad	Female			False	True
Transcript_137785.0	Others				0.684763123301006	False	False
Transcript_171461.0	Tissue Specific	Brain	Male			False	False
Transcript_171467.0	Tissue Specific	Skin	Female			False	False
Transcript_269520.0	Others					False	False
Transcript_49816.0	Others					False	False
Transcript_171492.0	Others					False	False
Transcript_200775.0	Tissue Specific	Brain				False	False
Transcript_156051.0	Others					False	False
Transcript_98717.0	Tissue Specific	Gonad	Female			False	True
Transcript_171496.0	Others					False	False
Transcript_254559.0	Others				1.0816701442625434	False	False
Transcript_171519.0	Others					False	False
Transcript_171529.0	Others					False	False
Transcript_30879.0	Others					False	False
Transcript_41755.0	Tissue Specific	Brain				False	False
Transcript_56118.0	Others					False	False
Transcript_229886.0	Others				0.15752998596088535	False	False
Transcript_19628.0	Tissue Specific	Brain				False	False
Transcript_90552.0	Others				0.10156357201435105	False	False
Transcript_94103.0	Tissue Specific	Gonad	Female			False	True
Transcript_140277.0	Tissue Specific	Brain				False	False
Transcript_114955.0	Others				1.064933563549152	False	False
Transcript_142787.0	Others					False	True
Transcript_171535.0	Tissue Specific	Brain	Male			False	False
Transcript_171565.0	Tissue Specific	Skin	Female	Female	4.2688687616099354	False	False
Transcript_231592.0	Others					False	False
Transcript_86853.0	Tissue Specific	Skin	Female		2.402908013344501	False	False
Transcript_226273.0	Tissue Specific	Gonad	Male		1.4821195492004782	False	False
Transcript_50839.0	Others					False	False
Transcript_32538.0	Others					False	False
Transcript_65266.0	Tissue Specific	Gonad	Male			False	False
Transcript_120492.0	Others				0.23459027304613114	False	False
Transcript_171578.0	Tissue Specific	Brain	Female			False	False
Transcript_14243.0	Others				0.9620081877482413	False	False
Transcript_164772.0	Tissue Specific	Brain	Male			False	False
Transcript_100303.0	Others					False	False
Transcript_171582.0	Others					False	False
Transcript_171606.0	Not Expressed					False	False
Transcript_171610.0	Others					False	False
Transcript_249880.0	Others				1.4389045686858468	False	False
Transcript_91391.0	Others					False	False
Transcript_25045.0	Others				0.10807168065046248	False	True
Transcript_254704.0	Others					False	False
Transcript_103407.0	Tissue Specific	Gonad	Female			False	False
Transcript_171616.0	Others					False	False
Transcript_29306.0	Not Expressed					False	False
Transcript_245861.0	Tissue Specific	Brain	Female			False	False
Transcript_52758.0	Others					False	True
Transcript_274359.0	Others				0.6762142667965838	False	False
Transcript_238490.0	Others					False	False
Transcript_257371.0	Tissue Specific	Gonad	Female			False	True
Transcript_131446.0	Expressed in All				0.3786907426252966	False	False
Transcript_100395.0	Tissue Specific	Skin	Male	Male	3.1606538990002333	False	False
Transcript_171631.0	Others				1.1324546900236279	False	False
Transcript_51919.0	Others					False	False
Transcript_171638.0	Others					False	False
Transcript_253093.0	Others				0.9687373738329713	False	False
Transcript_256123.0	Tissue Specific	Gonad	Female			False	False
Transcript_139503.0	Others					False	False
Transcript_51564.0	Others					False	False
Transcript_63918.0	Others					False	False
Transcript_171649.0	Others					False	False
Transcript_117159.0	Others					False	False
Transcript_143828.0	Tissue Specific	Brain				False	False
Transcript_51878.0	Others					False	True
Transcript_171655.0	Tissue Specific	Brain				False	False
Transcript_231660.0	Tissue Specific	Heart			1.3948301532539535	False	False
Transcript_189272.0	Others				0.23859197956210634	False	False
Transcript_255560.0	Others					False	False
Transcript_261111.0	Tissue Specific	Brain				False	False
Transcript_238665.0	Others				0.39720828529645547	False	False
Transcript_251206.0	Others					False	False
Transcript_95417.0	Others				0.05383010239381805	False	False
Transcript_171658.0	Not Expressed					False	False
Transcript_261714.0	Tissue Specific	Lung	Female			False	False
Transcript_80994.0	Others					False	False
Transcript_124721.0	Others				1.14429476501676	False	False
Transcript_171668.0	Tissue Specific	Brain	Male			False	False
Transcript_270453.0	Others				0.04226385194956206	False	False
Transcript_38749.0	Others					False	False
Transcript_171697.0	Others					False	False
Transcript_247969.0	Others					False	False
Transcript_207888.0	Others					False	False
Transcript_137666.0	Tissue Specific	Brain				False	False
Transcript_205277.0	Others				0.7826543529137352	False	False
Transcript_273360.0	Tissue Specific	Brain				False	False
Transcript_247971.0	Others					False	False
Transcript_156813.0	Tissue Specific	Gonad	Female			False	True
Transcript_171710.0	Others					False	False
Transcript_209137.0	Others					False	False
Transcript_171731.0	Others					False	False
Transcript_61257.0	Others					False	False
Transcript_222810.0	Others				0.27400699322419403	False	True
Transcript_251723.0	Others					False	False
Transcript_51125.0	Others					False	True
Transcript_55138.0	Others					False	False
Transcript_69016.0	Tissue Specific	Brain	Male			False	False
Transcript_272526.0	Others					False	False
Transcript_161809.0	Tissue Specific	Gonad	Female			False	True
Transcript_25351.0	Tissue Specific	Skin	Female			False	False
Transcript_171739.0	Tissue Specific	Gonad	Male			False	False
Transcript_80313.0	Others				0.22277870072008293	False	False
Transcript_171741.0	Others					False	True
Transcript_201368.0	Others					False	False
Transcript_25456.0	Others				1.5993966874730998	False	False
Transcript_248221.0	Others				1.8185590864168777	False	False
Transcript_142953.0	Tissue Specific	Kidney	Female			False	False
Transcript_264628.0	Others					False	False
Transcript_51315.0	Tissue Specific	Gonad	Female			False	True
Transcript_224483.0	Others					False	False
Transcript_83205.0	Others					False	False
Transcript_207204.0	Others					False	False
Transcript_246815.0	Tissue Specific	Gonad	Female			False	True
Transcript_54420.0	Tissue Specific	Brain				False	False
Transcript_208038.0	Tissue Specific	Brain				False	False
Transcript_33186.0	Tissue Specific	Skin	Female			False	False
Transcript_17182.0	Others				0.5348581809808347	False	False
Transcript_258037.0	Tissue Specific	Gonad	Female			False	True
Transcript_185613.0	Others				0.886632514226018	False	False
Transcript_69998.0	Tissue Specific	Gonad	Female			False	True
Transcript_228297.0	Others					False	True
Transcript_34197.0	Others					False	False
Transcript_171876.0	Others				0.489476569825633	False	False
Transcript_63606.0	Others					False	False
Transcript_17199.0	Expressed in All				0.7860825502913188	False	False
Transcript_196191.0	Tissue Specific	Skin	Female			False	False
Transcript_260093.0	Others				1.3757557876906372	False	False
Transcript_155505.0	Others					False	False
Transcript_172034.0	Others					False	False
Transcript_79696.0	Others					False	False
Transcript_81974.0	Others					False	False
Transcript_101034.0	Others				0.2879565677675981	False	False
Transcript_66731.0	Others				1.0852448326037125	False	False
Transcript_172040.0	Others					False	False
Transcript_95655.0	Tissue Specific	Brain	Male			False	True
Transcript_255221.0	Others					False	False
Transcript_197596.0	Others				0.36104061797271036	False	False
Transcript_200210.0	Others					False	False
Transcript_27791.0	Tissue Specific	Gonad	Female			False	True
Transcript_82736.0	Others				1.6694008833915368	False	False
Transcript_209744.0	Others				0.7360001365035853	False	False
Transcript_255622.0	Tissue Specific	Lung				False	False
Transcript_74904.0	Others					False	False
Transcript_102550.0	Tissue Specific	Gonad	Male			False	False
Transcript_13840.0	Others				0.5455999725354026	False	False
Transcript_188784.0	Others				0.30486017407176935	False	False
Transcript_78877.0	Others				0.42292599438100936	False	False
Transcript_249677.0	Tissue Specific	Gonad	Female			False	True
Transcript_172125.0	Others				1.3366731083524612	False	False
Transcript_101236.0	Others				0.1063029718265055	False	False
Transcript_172210.0	Tissue Specific	Skin	Female	Female	4.447634524599691	False	False
Transcript_233186.0	Tissue Specific	Muscle				False	False
Transcript_172239.0	Others				0.34466237917203313	False	False
Transcript_208083.0	Others					False	False
Transcript_147697.0	Others					False	False
Transcript_242755.0	Others					False	False
Transcript_64665.0	Others					False	False
Transcript_24852.0	Others					False	False
Transcript_66922.0	Tissue Specific	Brain	Female			False	False
Transcript_79441.0	Tissue Specific	Gonad	Female			False	True
Transcript_190588.0	Others					False	False
Transcript_230993.0	Others				1.1397089431541192	False	False
Transcript_87172.0	Others				0.13044116460964944	False	False
Transcript_271507.0	Tissue Specific	Brain	Female			False	False
Transcript_143314.0	Others					False	False
Transcript_89840.0	Tissue Specific	Brain				False	False
Transcript_190770.0	Tissue Specific	Skin	Male			False	False
Transcript_210690.0	Others				0.8409878583870746	False	True
Transcript_250142.0	Tissue Specific	Gonad	Female			False	True
Transcript_77215.0	Others					False	False
Transcript_17224.0	Others				0.4630569643702815	False	False
Transcript_20703.0	Others				0.2721784717600342	False	False
Transcript_237268.0	Others				0.9574695184856054	False	False
Transcript_172284.0	Others				2.024931465023143	False	False
Transcript_29675.0	Tissue Specific	Skin	Female			False	False
Transcript_17229.0	Others				0.198747706000167	False	False
Transcript_172299.0	Tissue Specific	Liver	Female			False	False
Transcript_172305.0	Others					False	False
Transcript_66992.0	Others					False	True
Transcript_223287.0	Others					False	False
Transcript_17231.0	Others					False	False
Transcript_17233.0	Others				0.4765133633952812	False	False
Transcript_172330.0	Others					False	False
Transcript_172356.0	Others					False	False
Transcript_21913.0	Others				0.47674992043170383	False	True
Transcript_17238.0	Tissue Specific	Brain				False	False
Transcript_274290.0	Others				0.42413078703105805	False	True
Transcript_72590.0	Others					False	False
Transcript_172418.0	Others					False	False
Transcript_17245.0	Others				0.5702264284013683	False	False
Transcript_33927.0	Others					False	False
Transcript_32547.0	Others					False	True
Transcript_99407.0	Others				1.4810644601993739	False	False
Transcript_260915.0	Others					False	False
Transcript_166619.0	Others					False	False
Transcript_172483.0	Tissue Specific	Brain				False	False
Transcript_90426.0	Others					False	False
Transcript_52464.0	Others					False	False
Transcript_273990.0	Tissue Specific	Gonad	Female			False	True
Transcript_27156.0	Others				1.2453524118168324	False	False
Transcript_93827.0	Tissue Specific	Brain	Male			False	False
Transcript_261775.0	Others					False	False
Transcript_151646.0	Others					False	True
Transcript_42811.0	Tissue Specific	Brain	Male			False	False
Transcript_75665.0	Others					False	False
Transcript_227758.0	Tissue Specific	Lung	Female			False	True
Transcript_181619.0	Others					False	False
Transcript_170076.0	Others					False	False
Transcript_87662.0	Tissue Specific	Brain				False	False
Transcript_101245.0	Tissue Specific	Muscle				False	False
Transcript_179293.0	Others				0.28113837248870754	False	False
Transcript_198618.0	Others				1.0441196585862753	False	False
Transcript_14064.0	Others				2.139280942321462	False	False
Transcript_189695.0	Others					False	False
Transcript_168496.0	Others					False	True
Transcript_199161.0	Others					False	True
Transcript_172644.0	Others				0.8924081996998796	False	False
Transcript_37963.0	Tissue Specific	Gonad	Female			False	True
Transcript_41939.0	Tissue Specific	Muscle				False	False
Transcript_199129.0	Others				1.028450038085942	False	False
Transcript_172673.0	Tissue Specific	Brain	Male			False	False
Transcript_257736.0	Others				0.4777085353149203	False	False
Transcript_153730.0	Tissue Specific	Brain	Male			False	False
Transcript_83382.0	Tissue Specific	Brain	Male			False	False
Transcript_88102.0	Tissue Specific	Liver	Male		1.123420641271731	False	False
Transcript_89148.0	Others					False	True
Transcript_123279.0	Others				0.7765083279909647	False	True
Transcript_172688.0	Tissue Specific	Gonad	Female			False	True
Transcript_51057.0	Others					False	False
Transcript_172732.0	Tissue Specific	Lung				False	False
Transcript_268024.0	Others					False	False
Transcript_51578.0	Tissue Specific	Muscle				False	False
Transcript_272200.0	Others				0.054669268784363304	False	False
Transcript_256297.0	Tissue Specific	Brain				False	False
Transcript_20458.0	Others				1.1704540286414502	False	False
Transcript_79199.0	Others					False	False
Transcript_84299.0	Others					False	False
Transcript_120073.0	Tissue Specific	Liver	Female			False	False
Transcript_198080.0	Others					False	False
Transcript_172794.0	Others				0.9302609338628587	False	False
