Name	Classification	Specific_Tissue	Sex_Expression	Diff_Sex	log2_FC	Involved_in_Maturation	Involved_in_Growth
Transcript_175704.0	Others					False	True
Transcript_115094.0	Others				1.3831586502600726	False	False
Transcript_102283.0	Tissue Specific	Liver	Male		1.1199580082715679	False	False
Transcript_87018.0	Others					False	True
Transcript_241869.0	Others					False	False
Transcript_174236.0	Tissue Specific	Muscle				False	False
Transcript_243426.0	Not Expressed					False	False
Transcript_168817.0	Others				0.2755961760818843	False	False
Transcript_265932.0	Others				0.6232188687713404	False	False
Transcript_273514.0	Tissue Specific	Brain	Female			False	False
Transcript_29804.0	Others					False	False
Transcript_161651.0	Tissue Specific	Gonad	Male			False	True
Transcript_194016.0	Others					False	False
Transcript_190159.0	Others					False	True
Transcript_67567.0	Not Expressed					False	False
Transcript_147265.0	Others					False	True
Transcript_168879.0	Others					False	False
Transcript_101403.0	Tissue Specific	Brain	Female			False	False
Transcript_256808.0	Others				0.2819290043388055	False	False
Transcript_16890.0	Others					False	False
Transcript_52151.0	Tissue Specific	Skin	Female			False	False
Transcript_232587.0	Others				0.02417424824148588	False	False
Transcript_96683.0	Tissue Specific	Muscle				False	False
Transcript_243066.0	Tissue Specific	Lung	Female			False	False
Transcript_168917.0	Tissue Specific	Skin	Male			False	False
Transcript_168922.0	Others					False	False
Transcript_97816.0	Others					False	False
Transcript_145034.0	Tissue Specific	Brain				False	False
Transcript_73796.0	Others					False	False
Transcript_189617.0	Tissue Specific	Skin	Female	Female	3.5049197366693	False	False
Transcript_100176.0	Others					False	False
Transcript_84057.0	Others					False	False
Transcript_139216.0	Others				0.7544031479783898	False	False
Transcript_21059.0	Others					False	False
Transcript_168973.0	Others					False	False
Transcript_168997.0	Others					False	False
Transcript_270926.0	Others				0.5814731969386263	False	False
Transcript_226627.0	Others					False	False
Transcript_272342.0	Others				0.7916567035151277	False	False
Transcript_26808.0	Others					False	False
Transcript_27563.0	Tissue Specific	Brain	Female			False	False
Transcript_19515.0	Others				0.7398164610251208	False	False
Transcript_16903.0	Others				1.1067520471356656	False	False
Transcript_169057.0	Tissue Specific	Brain	Male			False	False
Transcript_64212.0	Tissue Specific	Brain	Female			False	False
Transcript_170424.0	Tissue Specific	Gonad	Male			False	False
Transcript_88389.0	Tissue Specific	Brain				False	False
Transcript_169070.0	Tissue Specific	Brain	Female			False	False
Transcript_246368.0	Others					False	False
Transcript_77222.0	Others				0.23148424567441683	False	False
Transcript_169149.0	Tissue Specific	Gonad	Female			False	True
Transcript_232592.0	Others					False	False
Transcript_195005.0	Tissue Specific	Gonad	Female			False	False
Transcript_272252.0	Tissue Specific	Kidney	Male			False	False
Transcript_44175.0	Others					False	False
Transcript_231494.0	Others					False	False
Transcript_101702.0	Others					False	True
Transcript_120213.0	Others				1.2979004737412199	False	False
Transcript_16920.0	Tissue Specific	Liver	Female		1.1631924374056577	False	False
Transcript_258174.0	Others				1.5217282371046756	False	False
Transcript_49600.0	Others					False	False
Transcript_197677.0	Others				0.9640842953816371	False	False
Transcript_169208.0	Tissue Specific	Brain	Male			False	False
Transcript_22384.0	Others				0.5790040826155698	False	False
Transcript_78381.0	Tissue Specific	Gonad	Female			False	True
Transcript_273249.0	Tissue Specific	Lung	Female			False	False
Transcript_16770.0	Others				0.7178068827966755	False	False
Transcript_34774.0	Others					False	False
Transcript_237811.0	Others					False	False
Transcript_82519.0	Tissue Specific	Skin	Female	Female	4.421685945569276	False	False
Transcript_19936.0	Others				0.31030607025123935	False	False
Transcript_12059.0	Others				0.5426847441327364	False	False
Transcript_85128.0	Others				1.228631939446344	False	False
Transcript_18897.0	Others				0.46567076310790945	False	False
Transcript_189419.0	Others					False	False
Transcript_170262.0	Others					False	False
Transcript_62267.0	Others					False	False
Transcript_172147.0	Tissue Specific	Skin	Male			False	False
Transcript_235497.0	Others					False	False
Transcript_169232.0	Not Expressed					False	False
Transcript_43208.0	Others					False	True
Transcript_169247.0	Tissue Specific	Gonad	Female			False	True
Transcript_6495.0	Others				0.33115295914224724	False	True
Transcript_169248.0	Others					False	False
Transcript_204111.0	Others				0.7448219257734179	False	False
Transcript_206000.0	Others					False	False
Transcript_169253.0	Tissue Specific	Kidney	Female			False	False
Transcript_143924.0	Others					False	True
Transcript_219609.0	Others				0.1644632368531761	False	False
Transcript_230429.0	Others					False	False
Transcript_255413.0	Others				0.8869321470063386	False	False
Transcript_179030.0	Others				0.9236175315005318	False	False
Transcript_92656.0	Others					False	False
Transcript_169273.0	Others					False	False
Transcript_169283.0	Tissue Specific	Skin	Female			False	False
Transcript_79730.0	Tissue Specific	Brain				False	False
Transcript_100785.0	Others					False	False
Transcript_89082.0	Others					False	False
Transcript_169285.0	Others					False	False
Transcript_14108.0	Others				0.11961279535985364	False	False
Transcript_267914.0	Tissue Specific	Brain				False	False
Transcript_73522.0	Tissue Specific	Skin	Male		1.3075240034986315	False	False
Transcript_99214.0	Tissue Specific	Skin	Male			False	False
Transcript_23918.0	Others				0.364193818997802	False	False
Transcript_226175.0	Others				1.703897857141345	False	False
Transcript_139628.0	Others				1.203408319831441	False	False
Transcript_83991.0	Tissue Specific	Gonad	Female			False	True
Transcript_42565.0	Tissue Specific	Brain				False	False
Transcript_169335.0	Tissue Specific	Muscle				False	False
Transcript_265734.0	Tissue Specific	Skin	Female		1.8707251973068373	False	False
Transcript_90360.0	Others				1.4254684925567063	False	True
Transcript_254467.0	Others					False	False
Transcript_258384.0	Others					False	False
Transcript_16768.0	Tissue Specific	Liver	Female		1.1435940456912728	False	False
Transcript_169350.0	Tissue Specific	Brain	Male			False	False
Transcript_169365.0	Others					False	False
Transcript_266525.0	Tissue Specific	Brain	Male			False	False
Transcript_269383.0	Others					False	False
Transcript_62611.0	Others					False	False
Transcript_16941.0	Others				0.5387787893371841	False	False
Transcript_270771.0	Others					False	False
Transcript_122586.0	Others				0.17440910554115327	False	False
Transcript_149323.0	Others					False	False
Transcript_169420.0	Tissue Specific	Brain				False	False
Transcript_25517.0	Others					False	False
Transcript_45113.0	Others					False	False
Transcript_20336.0	Others					False	False
Transcript_42411.0	Others				0.6259617922968467	False	False
Transcript_43070.0	Others					False	True
Transcript_87833.0	Tissue Specific	Liver	Female		2.0996682815937397	False	False
Transcript_169481.0	Not Expressed					False	False
Transcript_81275.0	Tissue Specific	Skin	Female	Female	4.511451751912524	False	False
Transcript_55050.0	Tissue Specific	Gonad	Female			False	True
Transcript_96811.0	Others					False	False
Transcript_169482.0	Others					False	False
Transcript_244384.0	Tissue Specific	Skin	Male			False	False
Transcript_49317.0	Others					False	False
Transcript_98679.0	Tissue Specific	Brain	Male			False	False
Transcript_170935.0	Others					False	False
Transcript_201695.0	Others					False	False
Transcript_138623.0	Others					False	False
Transcript_273522.0	Others				0.11671239656720178	False	True
Transcript_55610.0	Others					False	False
Transcript_169494.0	Others					False	False
Transcript_169500.0	Others					False	False
Transcript_36860.0	Others					False	False
Transcript_79782.0	Others					False	False
Transcript_237779.0	Tissue Specific	Gonad	Male			False	False
Transcript_170751.0	Tissue Specific	Brain	Female			False	False
Transcript_39467.0	Others					False	False
Transcript_156920.0	Others					False	True
Transcript_169512.0	Others					False	False
Transcript_169537.0	Others					False	False
Transcript_169574.0	Others					False	True
Transcript_249364.0	Others					False	True
Transcript_207177.0	Tissue Specific	Brain				False	False
Transcript_148195.0	Tissue Specific	Brain	Male			False	False
Transcript_258228.0	Others				1.2072290870305358	False	True
Transcript_28349.0	Others					False	False
Transcript_236217.0	Others					False	False
Transcript_84776.0	Others					False	False
Transcript_260040.0	Others				0.5598963011965133	False	False
Transcript_244462.0	Others					False	False
Transcript_102565.0	Others					False	False
Transcript_61246.0	Others					False	False
Transcript_169598.0	Others					False	False
Transcript_240692.0	Others					False	False
Transcript_118853.0	Others				1.3339376870157773	False	False
Transcript_169650.0	Tissue Specific	Gonad	Male			False	False
Transcript_232003.0	Tissue Specific	Gonad	Female			False	True
Transcript_207936.0	Others				0.25804222321750625	False	False
Transcript_33507.0	Others					False	False
Transcript_196379.0	Tissue Specific	Brain				False	False
Transcript_169652.0	Tissue Specific	Gonad	Female			False	True
Transcript_265159.0	Others					False	True
Transcript_27480.0	Others					False	False
Transcript_144368.0	Others					False	False
Transcript_112123.0	Tissue Specific	Brain	Female			False	False
Transcript_138941.0	Tissue Specific	Liver	Female	Female	2.770517302323054	False	False
Transcript_169682.0	Others					False	False
Transcript_254134.0	Tissue Specific	Gonad	Female			False	True
Transcript_82219.0	Tissue Specific	Lung				False	False
Transcript_244249.0	Tissue Specific	Gonad	Female			False	True
Transcript_73276.0	Others					False	False
Transcript_169695.0	Tissue Specific	Gonad	Male			False	False
Transcript_239577.0	Tissue Specific	Kidney				False	False
Transcript_169715.0	Tissue Specific	Brain	Female			False	True
Transcript_195236.0	Tissue Specific	Brain				False	False
Transcript_65223.0	Others				1.2551464370771321	False	False
Transcript_113773.0	Others					False	False
Transcript_169730.0	Tissue Specific	Muscle				False	False
Transcript_279361.0	Tissue Specific	Gonad	Female			False	True
Transcript_102334.0	Others					False	True
Transcript_70525.0	Tissue Specific	Brain	Male			False	False
Transcript_212504.0	Others				0.6821189685720705	False	False
Transcript_100324.0	Others				1.5953624091105403	False	False
Transcript_169753.0	Tissue Specific	Gonad	Female			False	True
Transcript_169755.0	Not Expressed					False	False
Transcript_85230.0	Others				2.4122170696779297	False	False
Transcript_208057.0	Tissue Specific	Gonad	Female			False	False
Transcript_50194.0	Others				1.7971793436404975	False	False
Transcript_78690.0	Others				0.37473831459973655	False	True
Transcript_16976.0	Others				1.6330869691322156	False	False
Transcript_267859.0	Others					False	False
Transcript_189858.0	Others					False	False
Transcript_265924.0	Others					False	False
Transcript_191899.0	Tissue Specific	Brain	Male			False	False
Transcript_5422.0	Tissue Specific	Brain	Female			False	False
Transcript_84167.0	Tissue Specific	Skin	Male			False	False
Transcript_208698.0	Tissue Specific	Brain	Female			False	False
Transcript_8278.0	Others				0.09214603671956256	False	False
Transcript_226722.0	Tissue Specific	Skin	Male		1.8697670232841463	False	False
Transcript_228023.0	Others					False	False
Transcript_228028.0	Not Expressed					False	False
Transcript_169807.0	Tissue Specific	Brain				False	False
Transcript_262510.0	Others					False	False
Transcript_169844.0	Tissue Specific	Lung	Male			False	False
Transcript_161616.0	Others					False	False
Transcript_126416.0	Others				0.1334882912150551	False	False
Transcript_147317.0	Others					False	False
Transcript_195307.0	Others					False	False
Transcript_169907.0	Tissue Specific	Brain	Male			False	False
Transcript_235276.0	Tissue Specific	Brain	Male			False	True
Transcript_168277.0	Others					False	False
Transcript_181939.0	Others					False	True
Transcript_37316.0	Others					False	False
Transcript_241238.0	Tissue Specific	Gonad	Female			False	True
Transcript_20185.0	Others				0.43295107928014365	False	False
Transcript_100885.0	Others				1.261209090406133	False	False
Transcript_57330.0	Not Expressed					False	False
Transcript_151892.0	Tissue Specific	Brain				False	False
Transcript_50774.0	Others				0.2605421438521929	False	False
Transcript_169946.0	Others					False	False
Transcript_101043.0	Others				0.601788393933346	False	False
Transcript_79802.0	Tissue Specific	Gonad	Female			False	True
Transcript_169952.0	Tissue Specific	Kidney	Male			False	False
Transcript_50930.0	Others					False	False
Transcript_241389.0	Others					False	False
Transcript_62680.0	Tissue Specific	Brain	Female			False	False
Transcript_169978.0	Tissue Specific	Gonad	Female			False	True
Transcript_248623.0	Others					False	False
Transcript_182463.0	Others				1.3117205175540312	False	False
Transcript_55422.0	Tissue Specific	Skin	Female			False	False
Transcript_82509.0	Others					False	False
Transcript_169982.0	Tissue Specific	Kidney	Female			False	False
Transcript_151558.0	Tissue Specific	Gonad	Male			False	False
Transcript_230077.0	Others					False	False
Transcript_169998.0	Others					False	False
Transcript_88180.0	Tissue Specific	Muscle				False	False
Transcript_170014.0	Others					False	True
Transcript_150289.0	Tissue Specific	Skin	Female			False	False
Transcript_170042.0	Others				1.1220081405338265	False	False
Transcript_208923.0	Others				0.5857657192153646	False	False
Transcript_170054.0	Others					False	True
Transcript_228678.0	Others					False	False
Transcript_170062.0	Tissue Specific	Gonad	Female			False	True
Transcript_238802.0	Others					False	False
Transcript_60835.0	Tissue Specific	Brain				False	False
Transcript_61319.0	Tissue Specific	Brain				False	False
Transcript_221355.0	Others				0.7216792146395126	False	False
Transcript_170065.0	Others					False	True
Transcript_90513.0	Tissue Specific	Brain	Male			False	False
Transcript_170088.0	Others					False	False
Transcript_170094.0	Others					False	False
Transcript_263088.0	Others					False	False
Transcript_247303.0	Others					False	False
Transcript_170117.0	Tissue Specific	Lung				False	False
Transcript_20080.0	Others				0.1096115078248463	False	False
Transcript_183521.0	Others				1.9353150571776532	False	False
Transcript_240405.0	Others					False	False
Transcript_93092.0	Others					False	False
Transcript_238715.0	Tissue Specific	Gonad	Female			False	False
Transcript_170136.0	Tissue Specific	Gonad	Male			False	False
Transcript_98044.0	Tissue Specific	Brain	Female			False	False
Transcript_170151.0	Others					False	False
Transcript_170182.0	Tissue Specific	Brain	Male			False	False
Transcript_154474.0	Others					False	False
Transcript_195231.0	Others				0.6340019939409725	False	False
Transcript_66171.0	Others					False	False
Transcript_42928.0	Others					False	False
Transcript_87328.0	Tissue Specific	Lung	Female			False	False
Transcript_17022.0	Others				0.660321157216474	False	False
Transcript_170360.0	Tissue Specific	Kidney				False	False
Transcript_255992.0	Others				0.1060679069850039	False	False
Transcript_170240.0	Tissue Specific	Gonad	Female			False	True
Transcript_230741.0	Others					False	False
Transcript_254394.0	Others					False	False
Transcript_102329.0	Not Expressed					False	False
Transcript_170248.0	Tissue Specific	Gonad	Female			False	True
Transcript_190168.0	Others				0.013254185211618827	False	False
Transcript_236677.0	Tissue Specific	Brain	Male			False	True
Transcript_50795.0	Others					False	False
Transcript_176971.0	Tissue Specific	Gonad	Male			False	False
Transcript_21183.0	Tissue Specific	Gonad	Female		1.2538169765786613	False	True
Transcript_1695.0	Others				0.2027018209137478	False	False
Transcript_65964.0	Tissue Specific	Kidney				False	False
Transcript_88564.0	Others					False	False
Transcript_170263.0	Tissue Specific	Brain	Female			False	False
Transcript_236829.0	Others					False	False
Transcript_271125.0	Tissue Specific	Brain				False	False
Transcript_64550.0	Tissue Specific	Brain	Female			False	False
Transcript_270542.0	Others				0.08763046516306726	False	False
Transcript_102083.0	Tissue Specific	Skin	Male			False	False
Transcript_84856.0	Others					False	False
Transcript_170273.0	Tissue Specific	Brain	Female			False	True
Transcript_48702.0	Tissue Specific	Skin	Female			False	False
Transcript_37548.0	Others					False	True
Transcript_66085.0	Others					False	False
Transcript_43495.0	Others					False	False
Transcript_80269.0	Tissue Specific	Brain				False	False
Transcript_67979.0	Tissue Specific	Skin	Male	Male	3.7644293762292427	False	False
Transcript_18885.0	Tissue Specific	Muscle				False	False
Transcript_205771.0	Tissue Specific	Gonad	Female			False	True
Transcript_108240.0	Others				1.1444734483626255	False	False
Transcript_170310.0	Tissue Specific	Lung	Female			False	False
Transcript_32461.0	Tissue Specific	Brain	Male			False	False
Transcript_170313.0	Others					False	False
Transcript_32617.0	Others					False	False
Transcript_21479.0	Others				1.2375742496219466	False	False
Transcript_200024.0	Others					False	False
Transcript_138275.0	Others				0.7549334257169689	False	False
Transcript_45642.0	Tissue Specific	Gonad	Female			False	True
Transcript_77134.0	Tissue Specific	Muscle				False	False
Transcript_17033.0	Others				0.9423859793278095	False	False
Transcript_89883.0	Others					False	False
Transcript_264569.0	Others					False	False
Transcript_196809.0	Others				0.4775314925939579	False	False
Transcript_268222.0	Others					False	True
Transcript_247822.0	Others					False	False
Transcript_57942.0	Others			Male	inf	False	False
Transcript_170349.0	Tissue Specific	Brain	Male			False	False
Transcript_80244.0	Others					False	False
Transcript_249851.0	Others				0.01598814879826769	False	False
Transcript_78378.0	Others					False	False
Transcript_26947.0	Others				1.4130484262629706	False	False
Transcript_152391.0	Others					False	False
Transcript_70599.0	Tissue Specific	Gonad	Female			False	False
Transcript_33440.0	Others					False	True
Transcript_170382.0	Others					False	False
Transcript_79174.0	Others					False	False
Transcript_208817.0	Tissue Specific	Brain				False	False
Transcript_170416.0	Tissue Specific	Lung				False	False
Transcript_37155.0	Tissue Specific	Brain	Female			False	False
Transcript_194301.0	Others					False	False
Transcript_79316.0	Tissue Specific	Skin	Male			False	False
Transcript_85369.0	Others					False	False
Transcript_188884.0	Others				1.2614276340583581	False	False
Transcript_190224.0	Others				0.5065404586472262	False	False
Transcript_157553.0	Others					False	True
Transcript_34206.0	Tissue Specific	Brain	Male			False	False
Transcript_39755.0	Others					False	True
Transcript_220356.0	Expressed in All				0.9381244615469094	False	False
Transcript_230771.0	Others					False	False
Transcript_73881.0	Tissue Specific	Skin	Male		1.7632638866917725	False	False
Transcript_170445.0	Others					False	False
Transcript_190433.0	Tissue Specific	Kidney	Female	Female	2.5370159710852414	False	False
Transcript_239488.0	Others					False	True
Transcript_233195.0	Tissue Specific	Gonad	Female			False	False
Transcript_17045.0	Others				0.6844684926175842	False	False
Transcript_17046.0	Tissue Specific	Brain	Female		1.333355981310232	False	False
Transcript_94198.0	Others				0.9825158234087997	False	False
Transcript_95323.0	Tissue Specific	Lung				False	False
Transcript_13461.0	Others					False	False
Transcript_33095.0	Others					False	False
Transcript_160120.0	Tissue Specific	Skin	Male			False	False
Transcript_170493.0	Tissue Specific	Lung				False	False
Transcript_193703.0	Tissue Specific	Gonad	Female			False	True
Transcript_253683.0	Tissue Specific	Lung	Male			False	False
Transcript_17615.0	Others					False	False
Transcript_36504.0	Others				1.2736154011529601	False	False
Transcript_58375.0	Others					False	False
Transcript_151909.0	Others			Male	inf	False	False
Transcript_2424.0	Tissue Specific	Brain				False	False
Transcript_162633.0	Others					False	False
Transcript_45648.0	Tissue Specific	Gonad	Female			False	True
Transcript_72075.0	Tissue Specific	Kidney	Male			False	False
Transcript_93289.0	Tissue Specific	Kidney	Female			False	False
Transcript_184252.0	Others					False	False
Transcript_268548.0	Tissue Specific	Gonad	Female			False	True
Transcript_170544.0	Others					False	True
Transcript_93265.0	Others			Female	inf	False	False
Transcript_102398.0	Others				0.004484430765379835	False	False
Transcript_170613.0	Others					False	False
Transcript_144417.0	Others					False	False
Transcript_202297.0	Tissue Specific	Brain				False	False
Transcript_54155.0	Tissue Specific	Brain				False	False
Transcript_29895.0	Tissue Specific	Skin	Male			False	False
Transcript_194473.0	Tissue Specific	Muscle				False	False
Transcript_33101.0	Others				0.15843750093577358	False	False
Transcript_236852.0	Others					False	False
Transcript_43749.0	Tissue Specific	Gonad	Female			False	True
Transcript_88831.0	Not Expressed					False	False
Transcript_261394.0	Others				0.25747560283528526	False	False
Transcript_20426.0	Others				0.12590261413912385	False	False
Transcript_41640.0	Others					False	False
Transcript_241672.0	Others				1.3941230595884346	False	False
Transcript_67110.0	Others				0.9567367868941726	False	False
Transcript_50466.0	Others					False	False
Transcript_170592.0	Others					False	False
Transcript_57359.0	Others				0.1802728437196836	False	False
Transcript_204923.0	Tissue Specific	Skin	Male	Male	2.749090464682323	False	False
Transcript_193929.0	Others				0.2360232472613746	False	False
Transcript_274313.0	Others				0.5496797516451727	False	False
Transcript_170622.0	Others					False	False
Transcript_101530.0	Others				0.405314169219402	False	False
Transcript_128019.0	Others				1.750920249426579	False	False
Transcript_170629.0	Tissue Specific	Brain	Male			False	False
Transcript_256922.0	Tissue Specific	Gonad	Female			False	False
Transcript_203252.0	Others					False	True
Transcript_43817.0	Others					False	False
Transcript_110060.0	Others				0.6668568426484023	False	False
Transcript_198529.0	Tissue Specific	Gonad	Female			False	True
Transcript_234205.0	Others					False	False
Transcript_32991.0	Tissue Specific	Brain				False	False
Transcript_32996.0	Tissue Specific	Brain	Male			False	False
Transcript_170678.0	Tissue Specific	Brain	Male			False	False
Transcript_150653.0	Others					False	False
Transcript_98527.0	Others					False	False
Transcript_61832.0	Others					False	False
Transcript_43706.0	Tissue Specific	Skin	Male			False	False
Transcript_208808.0	Others					False	False
Transcript_112907.0	Others				0.0003372819852516283	False	False
Transcript_251996.0	Tissue Specific	Gonad	Female			False	True
Transcript_66950.0	Others					False	True
Transcript_170688.0	Others			Female	inf	False	False
Transcript_60626.0	Others					False	False
Transcript_207873.0	Tissue Specific	Gonad	Female			False	True
Transcript_185193.0	Others					False	False
Transcript_21194.0	Others				0.1213334961556206	False	False
Transcript_227907.0	Others					False	True
Transcript_273004.0	Others					False	False
Transcript_193224.0	Tissue Specific	Skin	Female			False	False
Transcript_40633.0	Tissue Specific	Lung	Male			False	False
Transcript_224947.0	Others				0.34752702183753237	False	False
Transcript_165949.0	Tissue Specific	Brain				False	False
Transcript_78341.0	Others				0.7247471415267984	False	False
Transcript_15196.0	Others				0.7290605917648173	False	False
Transcript_240062.0	Others					False	False
Transcript_199692.0	Others					False	False
Transcript_69188.0	Others					False	False
Transcript_207618.0	Others				2.070975104377106	False	False
Transcript_170794.0	Others					False	False
Transcript_170805.0	Tissue Specific	Gonad	Female			False	True
Transcript_38280.0	Tissue Specific	Skin	Male			False	False
Transcript_210988.0	Others				0.39325151592453395	False	False
Transcript_147298.0	Others					False	False
Transcript_245684.0	Others				1.5426116262342504	False	False
Transcript_272459.0	Others					False	True
Transcript_42831.0	Others					False	True
Transcript_146063.0	Others					False	False
Transcript_170807.0	Others					False	False
Transcript_30341.0	Others					False	True
Transcript_48115.0	Others					False	False
Transcript_263102.0	Others				0.08537721141499867	False	False
Transcript_232874.0	Others				0.30833084000541194	False	False
Transcript_102010.0	Others				0.2238080821500273	False	False
Transcript_94419.0	Others				0.7570501453886912	False	False
Transcript_252728.0	Others					False	False
Transcript_111487.0	Others				0.5005210184604554	False	False
Transcript_41895.0	Others					False	False
Transcript_170858.0	Tissue Specific	Kidney				False	False
Transcript_28336.0	Not Expressed					False	False
Transcript_170862.0	Others					False	False
Transcript_241101.0	Others					False	False
Transcript_204082.0	Tissue Specific	Brain				False	False
Transcript_275361.0	Others				0.4910487516949774	False	False
Transcript_84053.0	Others				0.8629926156306584	False	False
Transcript_223396.0	Others				0.5434947572908272	False	False
Transcript_170878.0	Others					False	True
Transcript_21122.0	Others				0.7689590687561657	False	False
Transcript_17091.0	Others				0.8861726699361656	False	False
Transcript_170914.0	Tissue Specific	Brain	Male			False	False
Transcript_139626.0	Others					False	False
Transcript_170915.0	Others					False	False
Transcript_100645.0	Others				0.30431763469967166	False	False
Transcript_17094.0	Others				0.800158230306591	False	False
Transcript_202418.0	Tissue Specific	Liver	Female			False	False
Transcript_145512.0	Others					False	False
Transcript_267245.0	Others					False	False
Transcript_39300.0	Others				0.7233987024569674	False	False
Transcript_15953.0	Tissue Specific	Brain				False	False
Transcript_35014.0	Others					False	False
Transcript_170968.0	Others					False	False
Transcript_49589.0	Others					False	True
Transcript_55262.0	Tissue Specific	Brain				False	False
Transcript_285190.0	Others				0.09484420398110144	False	False
Transcript_170972.0	Tissue Specific	Skin	Male			False	False
Transcript_147624.0	Others					False	False
Transcript_227803.0	Tissue Specific	Skin	Female			False	True
Transcript_35632.0	Tissue Specific	Gonad	Female			False	True
Transcript_17098.0	Others				0.6167938162217562	False	False
Transcript_148934.0	Tissue Specific	Brain				False	False
Transcript_15288.0	Others					False	False
Transcript_170994.0	Tissue Specific	Liver				False	False
Transcript_171001.0	Others					False	False
Transcript_233222.0	Tissue Specific	Kidney				False	False
Transcript_171022.0	Others					False	False
Transcript_171029.0	Tissue Specific	Brain				False	False
Transcript_172754.0	Tissue Specific	Muscle				False	False
Transcript_24108.0	Others				0.1843397892963235	False	False
Transcript_187509.0	Others				0.6334277326445984	False	False
Transcript_196144.0	Others				0.25822410273626506	False	False
Transcript_194710.0	Tissue Specific	Muscle				False	False
Transcript_27320.0	Others					False	False
Transcript_171053.0	Tissue Specific	Kidney				False	False
Transcript_238115.0	Tissue Specific	Gonad	Female			False	True
Transcript_115936.0	Others				1.3318999703825174	False	False
Transcript_115172.0	Tissue Specific	Brain	Male		0.18999438635645097	False	False
Transcript_30972.0	Others					False	True
Transcript_257645.0	Others					False	False
Transcript_262923.0	Tissue Specific	Gonad	Female			False	True
Transcript_17357.0	Others				0.6825409873432806	False	False
Transcript_224232.0	Others				0.796216723481002	False	False
Transcript_171096.0	Tissue Specific	Lung				False	False
Transcript_246048.0	Others					False	True
Transcript_87258.0	Others					False	False
Transcript_51836.0	Tissue Specific	Lung	Male			False	False
Transcript_148280.0	Others					False	False
Transcript_110392.0	Others				0.4270464481558179	False	False
Transcript_30492.0	Others					False	False
Transcript_171113.0	Tissue Specific	Muscle				False	False
Transcript_257418.0	Others				0.07124286923495081	False	False
Transcript_234639.0	Others					False	False
Transcript_270281.0	Others				0.08836811993159481	False	True
Transcript_23157.0	Others				0.5917152947435511	False	False
Transcript_150292.0	Others				1.399458682845545	False	False
Transcript_178364.0	Others				0.42732309848783356	False	False
Transcript_95369.0	Others					False	True
Transcript_86920.0	Tissue Specific	Skin	Female	Female	3.3369725092267664	False	False
Transcript_15942.0	Others				0.3330622353092965	False	False
Transcript_171176.0	Tissue Specific	Brain	Female			False	False
Transcript_58847.0	Others					False	True
Transcript_200653.0	Others				2.1056537590716986	False	False
Transcript_274441.0	Others					False	False
Transcript_83159.0	Others					False	False
Transcript_171178.0	Tissue Specific	Brain				False	False
Transcript_178035.0	Tissue Specific	Brain	Female			False	False
Transcript_24958.0	Others				1.27043096475443	False	False
Transcript_171179.0	Others					False	False
Transcript_84685.0	Tissue Specific	Lung	Male			False	False
Transcript_131506.0	Tissue Specific	Skin	Female			False	False
Transcript_171182.0	Tissue Specific	Kidney	Male			False	False
Transcript_197070.0	Others					False	False
Transcript_171243.0	Others					False	False
Transcript_25002.0	Others				1.022126861335149	False	True
Transcript_209933.0	Others				1.552027060187148	False	False
Transcript_243845.0	Others				0.5216909248156895	False	False
Transcript_83806.0	Others					False	False
Transcript_171262.0	Tissue Specific	Brain	Female			False	False
Transcript_171287.0	Others				0.23703652749492626	False	False
Transcript_33078.0	Tissue Specific	Gonad	Female			False	True
Transcript_97492.0	Others					False	True
Transcript_150276.0	Tissue Specific	Brain	Male			False	False
Transcript_50550.0	Others					False	False
Transcript_171289.0	Others					False	False
Transcript_68983.0	Others					False	False
Transcript_27013.0	Tissue Specific	Heart				False	False
Transcript_14550.0	Others				0.2880487942706376	False	False
Transcript_225518.0	Others				1.0946964757824575	False	False
Transcript_261185.0	Others					False	False
Transcript_164371.0	Tissue Specific	Brain				False	False
Transcript_101942.0	Others				0.761514152617072	False	True
Transcript_16645.0	Expressed in All				0.38542346021370155	False	False
Transcript_49737.0	Tissue Specific	Gonad				False	False
Transcript_171316.0	Others					False	False
Transcript_171318.0	Others					False	False
Transcript_247262.0	Others					False	False
Transcript_228435.0	Others					False	True
Transcript_258684.0	Tissue Specific	Heart				False	False
Transcript_64078.0	Tissue Specific	Skin	Female			False	False
Transcript_241359.0	Others					False	False
Transcript_246241.0	Tissue Specific	Brain				False	False
Transcript_234439.0	Tissue Specific	Brain	Male			False	False
Transcript_143910.0	Others					False	False
Transcript_32752.0	Others					False	False
Transcript_231074.0	Others					False	True
Transcript_261106.0	Others					False	False
Transcript_17137.0	Others					False	True
Transcript_251607.0	Tissue Specific	Brain	Male			False	False
Transcript_92832.0	Others					False	False
Transcript_265248.0	Others				0.0880922951500505	False	False
Transcript_208835.0	Others				1.54379930604184	False	False
Transcript_208490.0	Others					False	False
Transcript_233088.0	Others				0.8142893484267544	False	False
Transcript_173838.0	Tissue Specific	Lung	Female		1.0946905859158043	False	False
Transcript_176035.0	Tissue Specific	Gonad	Female			False	True
Transcript_61190.0	Others				1.075816137514778	False	False
Transcript_271366.0	Others					False	False
Transcript_20450.0	Others				0.44550709155041995	False	False
Transcript_218840.0	Others				0.6677058998953673	False	False
Transcript_237530.0	Tissue Specific	Lung				False	False
Transcript_274033.0	Others				0.6405775251591403	False	False
