"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
"Transcript_247946.0"	0.332425418965443	0.093337033950304	0.571513803980582	6.12311940708205	2.61426681739285	0.0104703581467326	0.363282376066101
"Transcript_247981.0"	0.51502171794541	1.03004343589082	0	0	-Inf	0.00908074520507817	0.329504539014236
"Transcript_248071.0"	0.224846863347181	0.0411827101322704	0.408511016562092	9.91947871449058	3.31026430652143	0.021730105539395	0.4127804372343
"Transcript_248083.0"	0.269579465271283	0.539158930542566	0	0	-Inf	0.00412621364466569	0.215320019122768
"Transcript_248100.0"	0.372543865703203	0.0521543238180335	0.692933407588372	13.2862120886854	3.73185794443714	0.0158999058565758	0.404412449221812
"Transcript_248107.0"	0.338410609537283	0.517231007728321	0.159590211346245	0.308547262174333	-1.69643660168089	0.0458158638909331	0.578444056540221
"Transcript_248108.0"	0.303561296815212	0.546453194519087	0.0606693991113367	0.111023962747129	-3.17105700204722	0.00451552840736143	0.228909171310524
"Transcript_248120.0"	0.190572420753344	0	0.381144841506688	Inf	Inf	0.00887266470984657	0.323154692393743
"Transcript_248179.0"	0.573220092016705	0	1.14644018403341	Inf	Inf	0.0216467739567661	0.4127804372343
"Transcript_248198.0"	0.205953622691798	0.0320574235797692	0.379849821803826	11.849043977556	3.56669875700847	0.0423387005688445	0.554443026792109
"Transcript_248253.0"	0.470669270071438	0	0.941338540142877	Inf	Inf	0.0104635679779643	0.363282376066101
"Transcript_248318.0"	0.259419746784777	0.518839493569553	0	0	-Inf	0.00222332978737579	0.161451767950979
"Transcript_248385.0"	0.272041435465307	0	0.544082870930613	Inf	Inf	0.00188701447713466	0.161451767950979
"Transcript_248407.0"	0.917589411114319	1.83517882222864	0	0	-Inf	0.0301971239721179	0.472400389485866
"Transcript_248477.0"	0.983617458072123	0	1.96723491614425	Inf	Inf	0.0328746050912575	0.505117359087013
"Transcript_248480.0"	0.439256135537112	0.878512271074224	0	0	-Inf	0.0129855730335454	0.368838189042873
"Transcript_248481.0"	0.568290072776805	1.13658014555361	0	0	-Inf	0.0406898238358462	0.554443026792109
"Transcript_248482.0"	0.407409935152478	0	0.814819870304957	Inf	Inf	0.0102511059730079	0.362543942202901
"Transcript_248558.0"	0.275179071597097	0.0641148471595384	0.486243296034656	7.58394221582913	2.92294797198217	0.035692308688768	0.529797538866541
"Transcript_248683.0"	0.807118464495447	1.61423692899089	0	0	-Inf	0.0265458573009483	0.433265988644604
"Transcript_248687.0"	0.501030200735518	1.00206040147104	0	0	-Inf	0.0376348663511326	0.551231801526886
"Transcript_248776.0"	0.296933515986891	0	0.593867031973783	Inf	Inf	0.000870233534101231	0.110623484233496
"Transcript_248850.0"	0.159590211346245	0	0.31918042269249	Inf	Inf	0.0192394870097197	0.411952104390899
"Transcript_248857.0"	0.281568345794978	0.0320574235797692	0.531079268010187	16.5664987608468	4.05019682393438	0.011038042938417	0.365296710953196
"Transcript_248871.0"	0.220583365383297	0	0.441166730766594	Inf	Inf	0.00409180239618752	0.215320019122768
"Transcript_248909.0"	0.374691010718604	0	0.749382021437208	Inf	Inf	0.00122355630873412	0.130132208356509
"Transcript_248960.0"	0.284145036388402	0.568290072776805	0	0	-Inf	0.000645517817143842	0.100876363497368
"Transcript_249081.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_249095.0"	0.240311756202254	0.480623512404508	0	0	-Inf	0.000645517829085311	0.100876363497368
"Transcript_249114.0"	0.182776003831707	0	0.365552007663414	Inf	Inf	0.00887266473698194	0.323154692393743
"Transcript_249120.0"	0.771709682053656	0	1.54341936410731	Inf	Inf	0.0242088527397635	0.431260462310599
"Transcript_249121.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_249145.0"	0.185441116241232	0.370882232482464	0	0	-Inf	0.00222332984928361	0.161451767950979
"Transcript_249151.0"	0.443964580226129	0	0.887929160452257	Inf	Inf	0.00290638386873298	0.192451872853661
"Transcript_249167.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_249187.0"	5.2014040140651	9.26726164881031	1.1355463793199	0.122533108738295	-3.02875647334321	0.0277228278217608	0.44361641120028
"Transcript_249212.0"	0.780447052683343	1.56089410536669	0	0	-Inf	0.0356726293743845	0.529797538866541
"Transcript_249422.0"	0.283771820892113	0.514346904668812	0.0531967371154149	0.103425794211143	-3.27333205875422	0.00782775890712667	0.314575828482099
"Transcript_249712.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_249732.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_249760.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_249766.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_249797.0"	0.0961722707393076	0.192344541478615	0	0	-Inf	0.0489489108969482	0.578444056540221
"Transcript_249821.0"	0.587290600415199	0	1.1745812008304	Inf	Inf	0.0247657072184675	0.431260462310599
"Transcript_249848.0"	0.282112524271557	0.503555649431776	0.0606693991113367	0.120482014609105	-3.0531102959081	0.00259351061060448	0.17986379920086
"Transcript_249876.0"	0.178979023075816	0.357958046151632	0	0	-Inf	0.0263751657029029	0.431260462310599
"Transcript_249878.0"	0.288402574035054	0.516135748958771	0.0606693991113367	0.117545431088097	-3.08870963139321	0.00782775897300835	0.314575828482099
"Transcript_249896.0"	0.226349739343096	0	0.452699478686192	Inf	Inf	0.00409180238569668	0.215320019122768
"Transcript_250013.0"	0.444821868757718	0.83644700040002	0.0531967371154149	0.0635984552398111	-3.97486446585203	0.0341597165252915	0.519955248783152
"Transcript_250039.0"	0.352281287078721	0.179420355147784	0.525142219009658	2.92688206183246	1.5493646137899	0.0213900037366497	0.4127804372343
"Transcript_250040.0"	0.52808370076807	1.05616740153614	0	0	-Inf	0.0133931379761307	0.368838189042873
"Transcript_250086.0"	0.366129506784559	0.0823654202645409	0.649893593304577	7.89036941980326	2.98009284746834	0.013769364487457	0.368838189042873
"Transcript_250133.0"	0.323976630484891	0.179420355147784	0.468532905821998	2.6113698495139	1.38480680168453	0.0356923084302669	0.529797538866541
"Transcript_250261.0"	0.437422226143262	0.0320574235797692	0.842787028706755	26.2899177349555	4.71643772244403	0.0153312557528138	0.392161610487294
"Transcript_250268.0"	0.357557594388097	0.608721714545364	0.10639347423083	0.174781795504522	-2.51637316693127	0.0127858209971834	0.368838189042873
"Transcript_250276.0"	0.658448296737709	0	1.31689659347542	Inf	Inf	0.0229774610316522	0.425617728026466
"Transcript_250291.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_250307.0"	0.210516265968048	0.0411827101322704	0.379849821803826	9.22352658637148	3.20531846604457	0.0423387001650788	0.554443026792109
"Transcript_250488.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_250527.0"	0.186674067900608	0.373348135801216	0	0	-Inf	0.0142117438390343	0.368838189042873
"Transcript_250557.0"	0.216885164347115	0.433770328694231	0	0	-Inf	0.00412621369823649	0.215320019122768
"Transcript_250561.0"	0.297158152940556	0.594316305881112	0	0	-Inf	0.0142117435698987	0.368838189042873
"Transcript_250587.0"	0.563821917011316	1.12764383402263	0	0	-Inf	0.0138899235871191	0.368838189042873
"Transcript_250598.0"	0.132991842788537	0	0.265983685577075	Inf	Inf	0.0417189053594828	0.554443026792109
"Transcript_250768.0"	0.226043349844672	0.452086699689345	0	0	-Inf	0.0076577210337112	0.314575828482099
"Transcript_250774.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_250797.0"	0.863452245129234	1.72690449025847	0	0	-Inf	0.0262556757469931	0.431260462310599
"Transcript_250960.0"	0.189924910901913	0	0.379849821803826	Inf	Inf	0.00887266468857665	0.323154692393743
"Transcript_250992.0"	0.398073425404842	0.796146850809684	0	0	-Inf	0.0025305936169261	0.178672104986872
"Transcript_25101.0"	0.675101255126507	0.0320574235797692	1.31814508667324	41.1182478028302	5.3617068822784	0.0431315431639799	0.562437626278494
"Transcript_251018.0"	0.154471347237877	0	0.308942694475753	Inf	Inf	0.0192394870286797	0.411952104390899
"Transcript_251164.0"	0.31157407060281	0.62314814120562	0	0	-Inf	0.00064551781230583	0.100876363497368
"Transcript_251257.0"	0.300054716130704	0	0.600109432261408	Inf	Inf	0.00180425001954396	0.161451767950979
"Transcript_251413.0"	0.320969826122555	0.0411827101322704	0.600756942112839	14.5876009661173	3.86667073627415	0.00278003381081788	0.18534191379201
"Transcript_251492.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_251526.0"	0.129579266716292	0	0.259158533432584	Inf	Inf	0.0417189054602871	0.554443026792109
"Transcript_251696.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_251710.0"	0.853786981470599	1.7075739629412	0	0	-Inf	0.0266262447546916	0.434033712131971
"Transcript_251723.0"	0.387137833400355	0	0.77427566680071	Inf	Inf	0.00356791134939541	0.215320019122768
"Transcript_251757.0"	4.42675862051599	8.73965110480523	0.113866136226752	0.0130286821363093	-6.26216502847542	0.0368269040874854	0.541730858055069
"Transcript_251785.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_251823.0"	0.515658119811236	0	1.03131623962247	Inf	Inf	0.0131045281596887	0.368838189042873
"Transcript_251893.0"	0.263553681322267	0.527107362644535	0	0	-Inf	0.00119799791382608	0.128111452017329
"Transcript_251914.0"	0.39162916957243	0.0521543238180335	0.731104015326827	14.0180901947392	3.80921790684237	0.00564051865559137	0.267431775287189
"Transcript_251924.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_251996.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_252064.0"	0.160596905991591	0.321193811983182	0	0	-Inf	0.0263751657951598	0.431260462310599
"Transcript_252126.0"	0.304965723946019	0.0411827101322704	0.568748737759768	13.8103766345892	3.78768075998982	0.00278003381895034	0.18534191379201
"Transcript_252155.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_252217.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_252218.0"	0.339326634579814	0.628869108116458	0.0497841610431695	0.0791645835367542	-3.65900104461632	0.0135019802691359	0.368838189042873
"Transcript_252242.0"	0.288402574035054	0.516135748958771	0.0606693991113367	0.117545431088097	-3.08870963139321	0.00782775897300835	0.314575828482099
"Transcript_252300.0"	0.215140746349213	0	0.430281492698427	Inf	Inf	0.00409180240069905	0.215320019122768
"Transcript_252345.0"	0.602399534232257	0	1.20479906846451	Inf	Inf	0.0315759950791825	0.490046732952927
"Transcript_252685.0"	7.4857134597392	14.9714269194784	0	0	-Inf	0.0449339351115515	0.574813024537687
"Transcript_252712.0"	0.319841939677791	0.639683879355583	0	0	-Inf	0.0332529815279864	0.509594985225696
"Transcript_252716.0"	0.131285554752415	0	0.262571109504829	Inf	Inf	0.0417189054593283	0.554443026792109
"Transcript_252727.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_252746.0"	0.433861373250757	0.867722746501515	0	0	-Inf	0.0130622126266603	0.368838189042873
"Transcript_252806.0"	0.416728274113351	0.833456548226703	0	0	-Inf	0.00553579644292591	0.264666487882852
"Transcript_252836.0"	0.112200982529192	0.224401965058385	0	0	-Inf	0.0263751663240365	0.431260462310599
"Transcript_252881.0"	0.234971621826207	0.416746506537	0.0531967371154149	0.127647709773164	-2.96976044142388	0.0303610904251261	0.473953282123932
"Transcript_253029.0"	0.356566588271375	0.251425422865242	0.461707753677507	1.83636065285638	0.876849425304319	0.0446997033705926	0.573076782204851
"Transcript_253047.0"	0.389727948637704	0.779455897275407	0	0	-Inf	0.0431021396176233	0.562304449214595
"Transcript_253157.0"	0.263243893229522	0.526487786459044	0	0	-Inf	0.00018741855745332	0.0682180272438673
"Transcript_253214.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_253217.0"	0.380548068051917	0.0411827101322704	0.719913425971563	17.4809628521131	4.1277127456133	0.008305717484689	0.323154692393743
"Transcript_253219.0"	0.270837463710742	0.384689082957231	0.156985844464254	0.408085000118674	-1.29305841210833	0.0277011421171169	0.443415006542221
"Transcript_253242.0"	0.553669095523753	0.0411827101322704	1.06615548091524	25.8884244745176	4.69423526283051	0.0446846766624494	0.573076782204851
"Transcript_253252.0"	0.39479514579567	0	0.78959029159134	Inf	Inf	0.00133664181653434	0.141389681827699
"Transcript_253296.0"	0.306144845016218	0	0.612289690032437	Inf	Inf	0.000401325170827657	0.0839944923898915
"Transcript_253448.0"	0.206032471307367	0.412064942614734	0	0	-Inf	0.00119799794123376	0.128111452017329
"Transcript_253539.0"	0.386143362729549	0.0411827101322704	0.731104015326827	17.7526931321098	4.14996599689138	0.0044901176396941	0.228909171310524
"Transcript_253559.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_253596.0"	0.355190060606144	0.657183384096873	0.0531967371154149	0.0809465643878382	-3.62688634020194	0.00166836788479477	0.161451767950979
"Transcript_253604.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_253614.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_253652.0"	0.211920564152924	0.370644391190434	0.0531967371154149	0.143525002346745	-2.800626015689	0.0394412869675608	0.554443026792109
"Transcript_253658.0"	0.360724115242041	0	0.721448230484081	Inf	Inf	0.000256521160682887	0.0839944923898915
"Transcript_253683.0"	0.124460402607924	0	0.248920805215847	Inf	Inf	0.041718905579538	0.554443026792109
"Transcript_253728.0"	0.216885164347115	0.433770328694231	0	0	-Inf	0.00412621369823649	0.215320019122768
"Transcript_253824.0"	0.42354495257123	0.179420355147784	0.667669549994676	3.72125865788603	1.89579067304368	0.046154835104917	0.578444056540221
"Transcript_253875.0"	0.556198370707077	0	1.11239674141415	Inf	Inf	0.019521779550613	0.411952104390899
"Transcript_254011.0"	0.357830532510348	0.0732401337120397	0.642420931308656	8.77143307567516	3.13281256926834	0.0200587971809479	0.411952104390899
"Transcript_254018.0"	0.193661241899874	0	0.387322483799748	Inf	Inf	0.00887266469940971	0.323154692393743
"Transcript_254061.0"	0.301694694070102	0.542719989028867	0.0606693991113367	0.111787662768599	-3.16116711819725	0.00782775893342073	0.314575828482099
"Transcript_254075.0"	0.342038025414726	0.19377266887112	0.490303381958333	2.53030205350806	1.33930961617933	0.0356923083226087	0.529797538866541
"Transcript_254080.0"	0.512001814421281	1.02400362884256	0	0	-Inf	0.0125015775179117	0.368838189042873
"Transcript_254152.0"	0.413055556750308	0	0.826111113500615	Inf	Inf	0.00274724463920388	0.18534191379201
"Transcript_254210.0"	0.226349739343096	0	0.452699478686192	Inf	Inf	0.00409180238569668	0.215320019122768
"Transcript_254278.0"	0.175702454214845	0.35140490842969	0	0	-Inf	0.0142117438785302	0.368838189042873
"Transcript_254284.0"	0.242962326256132	0.485924652512264	0	0	-Inf	0.00222332980051419	0.161451767950979
"Transcript_254352.0"	0.289630843231284	0.579261686462568	0	0	-Inf	0.000645517815860049	0.100876363497368
"Transcript_254388.0"	0.414530845933486	0.829061691866973	0	0	-Inf	0.00441076707700651	0.227135124997131
"Transcript_254603.0"	0.18448229186783	0	0.368964583735659	Inf	Inf	0.00887266473525913	0.323154692393743
"Transcript_254626.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_254631.0"	0.208307420579351	0.0320574235797692	0.384557417578933	11.9958928271959	3.58446863304662	0.0423387006437778	0.554443026792109
"Transcript_254675.0"	0.248852408702521	0.497704817405042	0	0	-Inf	0.00412621366398843	0.215320019122768
"Transcript_25473.0"	4.69134927268739	9.38269854537477	0	0	-Inf	0.0224522750278416	0.422526724849574
"Transcript_254790.0"	0.312542704646704	0.625085409293408	0	0	-Inf	0.0471166594121237	0.578444056540221
"Transcript_254816.0"	0.38438549557609	0.76877099115218	0	0	-Inf	0.00134113103665779	0.141608938757153
"Transcript_254820.0"	0.127872978680169	0	0.255745957360338	Inf	Inf	0.0417189054586845	0.554443026792109
"Transcript_254873.0"	0.343480148045148	0.156462971454101	0.530497324636196	3.3905614836915	1.76152420629986	0.0494069861681765	0.579881476655363
"Transcript_254942.0"	0.347808834212035	0	0.695617668424071	Inf	Inf	0.032761854636235	0.5036490570285
"Transcript_254951.0"	7.67083401265345	15.3416680253069	0	0	-Inf	0.0140012462100992	0.368838189042873
"Transcript_254965.0"	0.290619752887026	0.581239505774052	0	0	-Inf	0.000187418554982946	0.0682180272438673
"Transcript_254969.0"	0.258067874479386	0.516135748958771	0	0	-Inf	0.00119799791497762	0.128111452017329
"Transcript_254980.0"	0.149352483129508	0	0.298704966259017	Inf	Inf	0.0192394870462687	0.411952104390899
"Transcript_254985.0"	0.264307424978028	0.425633951797471	0.102980898158584	0.241947094971375	-2.04723647782827	0.044710197905206	0.573076782204851
"Transcript_255017.0"	0.326597754108811	0.0732401337120397	0.579955374505583	7.91854609094257	2.98523556415102	0.0356923083261354	0.529797538866541
"Transcript_255026.0"	0.165680340231759	0	0.331360680463519	Inf	Inf	0.019239486957838	0.411952104390899
"Transcript_255036.0"	0.257619771675001	0.404785983195495	0.110453560154506	0.272869033859707	-1.87371941310734	0.0277011421870237	0.443415006542221
"Transcript_25505.0"	0.539263061719168	1.07852612343834	0	0	-Inf	0.0176770508020063	0.411952104390899
"Transcript_255080.0"	0.344831822394267	0.636466907673119	0.0531967371154149	0.0835813087437628	-3.58067584074166	0.00371866378211273	0.215320019122768
"Transcript_255215.0"	0.414847056647835	0.829694113295669	0	0	-Inf	0.00723581160826172	0.314575828482099
"Transcript_255314.0"	0.630887478651638	1.26177495730328	0	0	-Inf	0.019314839639269	0.411952104390899
"Transcript_255375.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_255394.0"	0.381879864765665	0	0.763759729531329	Inf	Inf	0.00068812643803448	0.106681443179092
"Transcript_25542.0"	1.98513173300556	3.97026346601113	0	0	-Inf	0.0310354280123467	0.48319292039839
"Transcript_255436.0"	0.416283485993095	0.718700835759438	0.113866136226752	0.158433287622981	-2.65805261020712	0.0491091752325174	0.579870217001004
"Transcript_255472.0"	0.45652706187956	0.161715245291351	0.751338878467768	4.64606090238515	2.21600806568205	0.0354234086615609	0.529797538866541
"Transcript_255503.0"	0.497915148480577	0	0.995830296961153	Inf	Inf	0.0126109799187193	0.368838189042873
"Transcript_255548.0"	0.0961722707393076	0.192344541478615	0	0	-Inf	0.0489489108969482	0.578444056540221
"Transcript_255574.0"	0.379328615155136	0.0521543238180335	0.706502906492238	13.5463918381384	3.75983672724749	0.0482562537870721	0.578444056540221
"Transcript_255663.0"	0.299466685630748	0.485067235034744	0.113866136226752	0.23474299643965	-2.09084597919153	0.0277011421184919	0.443415006542221
"Transcript_255691.0"	0.24554127859403	0.384689082957231	0.10639347423083	0.276570037841855	-1.85428322400394	0.0277011422639342	0.443415006542221
"Transcript_255727.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_255741.0"	0.303791047128665	0	0.60758209425733	Inf	Inf	0.000401325171245768	0.0839944923898915
"Transcript_255747.0"	0.23179235837718	0	0.463584716754359	Inf	Inf	0.00409180238438239	0.215320019122768
"Transcript_255751.0"	0.321226901642306	0.0641148471595384	0.578338956125073	9.02035927319579	3.17318489593471	0.0104703581555061	0.363282376066101
"Transcript_255773.0"	0.112200982529192	0.224401965058385	0	0	-Inf	0.0263751663240365	0.431260462310599
"Transcript_255836.0"	0.462872076590523	0.865074754069709	0.0606693991113367	0.0701319727872302	-3.83378387869915	0.026489637293293	0.432528761399152
"Transcript_255867.0"	0.24955596340077	0.499111926801541	0	0	-Inf	0.000187418558859128	0.0682180272438673
"Transcript_255894.0"	0.387031512112753	0	0.774063024225506	Inf	Inf	0.000597315282369498	0.100876363497368
"Transcript_255951.0"	0.28051818001199	0.561036360023981	0	0	-Inf	0.00222332977604955	0.161451767950979
"Transcript_255952.0"	0.402220650837362	0.0411827101322704	0.763258591542454	18.5334716702962	4.21206124567464	0.0167042604025982	0.411952104390899
"Transcript_255969.0"	0.24554127859403	0.384689082957231	0.10639347423083	0.276570037841855	-1.85428322400394	0.0277011422639342	0.443415006542221
"Transcript_255989.0"	0.49530275790331	0	0.990605515806621	Inf	Inf	0.00816116326504294	0.323154692393743
"Transcript_256004.0"	0.63138301759694	0	1.26276603519388	Inf	Inf	0.0155422891023919	0.396647145695354
"Transcript_256048.0"	0.163326542344206	0	0.326653084688411	Inf	Inf	0.0192394869893714	0.411952104390899
"Transcript_256054.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_256153.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_256166.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_256252.0"	0.324993260077343	0.48974879895701	0.160237721197676	0.327183489860363	-1.61182814519432	0.0458158639035593	0.578444056540221
"Transcript_256322.0"	0.408572503150967	0.706691446147427	0.110453560154506	0.15629672717372	-2.6776405260167	0.0480879385282918	0.578444056540221
"Transcript_256368.0"	0.344504647406994	0.567670496591315	0.121338798222673	0.213748642832903	-2.22601283505003	0.00376709419650356	0.215320019122768
"Transcript_256472.0"	0.285714803458711	0.465036132686591	0.10639347423083	0.228785392688041	-2.12793315190246	0.0447101979491988	0.573076782204851
"Transcript_256497.0"	0.132991842788537	0	0.265983685577075	Inf	Inf	0.0417189053594828	0.554443026792109
"Transcript_256502.0"	0.272274052879181	0.444979783672024	0.0995683220863389	0.22375920376582	-2.15998106969831	0.0277011421030186	0.443415006542221
"Transcript_256509.0"	0.116763625805443	0.233527251610886	0	0	-Inf	0.0263751662263832	0.431260462310599
"Transcript_256642.0"	0.286771173307028	0.573542346614055	0	0	-Inf	0.00222332976823305	0.161451767950979
"Transcript_256670.0"	3.28286925911521	6.56573851823042	0	0	-Inf	0.03475786376666	0.526325667300725
"Transcript_256673.0"	0.34439625813979	0	0.68879251627958	Inf	Inf	8.53527596945046e-05	0.0682180272438673
"Transcript_256678.0"	0.428251449736589	0	0.856502899473177	Inf	Inf	0.00239576520526409	0.172265806820719
"Transcript_256687.0"	0.320660751347524	0.0320574235797692	0.609264079115279	19.0053975360569	4.24833729726691	0.00555931708234244	0.264666487882852
"Transcript_256690.0"	0.72605889138806	0	1.45211778277612	Inf	Inf	0.0237899976021476	0.431260462310599
"Transcript_256708.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_256718.0"	0.782441384521133	0	1.56488276904227	Inf	Inf	0.0200282339760951	0.411952104390899
"Transcript_256728.0"	0.318413020436231	0	0.636826040872461	Inf	Inf	0.000401325170359231	0.0839944923898915
"Transcript_256764.0"	0.384319749486979	0.768639498973958	0	0	-Inf	0.00222303859772954	0.161451767950979
"Transcript_256776.0"	0.304661132070961	0.0897101775738919	0.519612086568029	5.79211969723322	2.53409141678929	0.00555931714637664	0.264666487882852
"Transcript_256787.0"	0.216606394853563	0.0411827101322704	0.392030079574855	9.51928802926604	3.25085367489268	0.042338700580331	0.554443026792109
"Transcript_256848.0"	0.434564153712968	0.0897101775738919	0.779418129852044	8.68817954584983	3.11905391751044	0.0144133974422488	0.373245212952128
"Transcript_256859.0"	0.25827038404938	0.0411827101322704	0.475358057966489	11.5426608991913	3.52890393789604	0.0110380428478505	0.365296710953196
"Transcript_256871.0"	0.29807113659392	0.48974879895701	0.10639347423083	0.217240908925984	-2.2026322903302	0.0170086442903978	0.411952104390899
"Transcript_256875.0"	0.310775285714616	0.0521543238180335	0.569396247611199	10.9175271756532	3.44857421713274	0.00278003381856706	0.18534191379201
"Transcript_256880.0"	0.176196909042716	0.352393818085432	0	0	-Inf	0.00765772114335703	0.314575828482099
"Transcript_257003.0"	0.435122200999622	0.870244401999243	0	0	-Inf	0.00621561309154985	0.287665133161874
"Transcript_257053.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_257093.0"	0.261569990383915	0.416746506537	0.10639347423083	0.255295419546328	-1.96976044142388	0.017008644441045	0.411952104390899
"Transcript_257121.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_257192.0"	0.312253192165807	0.624506384331614	0	0	-Inf	2.932034739535e-05	0.0682180272438673
"Transcript_257212.0"	0.272369179782023	0.544738359564047	0	0	-Inf	0.000187418556607638	0.0682180272438673
"Transcript_257233.0"	0.286057109610775	0.57211421922155	0	0	-Inf	0.000187418555323838	0.0682180272438673
"Transcript_257307.0"	0.186188579903952	0	0.372377159807905	Inf	Inf	0.0202872303103532	0.411952104390899
"Transcript_257333.0"	0.429060225914308	0.858120451828617	0	0	-Inf	0.0101160177811602	0.35972019054099
"Transcript_257364.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_257556.0"	0.250360206321386	0.500720412642773	0	0	-Inf	0.000645517825881424	0.100876363497368
"Transcript_257613.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_257627.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_257629.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_257657.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_257664.0"	0.418789147471386	0	0.837578294942773	Inf	Inf	0.00461158162426367	0.232571347973408
"Transcript_257735.0"	0.296666749671808	0.0320574235797692	0.561276075763846	17.5084586684644	4.12998017870231	0.00278003378429816	0.18534191379201
"Transcript_257774.0"	0.277479781527785	0.448566088824739	0.10639347423083	0.237185727769981	-2.0759108940041	0.0277011421868218	0.443415006542221
"Transcript_25785.0"	0.875730208842125	1.75146041768425	0	0	-Inf	0.0254870921644117	0.431260462310599
"Transcript_257869.0"	0.451728213909046	0	0.903456427818092	Inf	Inf	0.00453054766581407	0.229076060666123
"Transcript_257955.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_258036.0"	0.129579266716292	0	0.259158533432584	Inf	Inf	0.0417189054602871	0.554443026792109
"Transcript_258078.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_258195.0"	0.700237719829822	1.40047543965964	0	0	-Inf	0.026318318383021	0.431260462310599
"Transcript_258201.0"	0.248448133099014	0.496896266198027	0	0	-Inf	0.00222332979500003	0.161451767950979
"Transcript_258204.0"	0.341594628687323	0.576795783143816	0.10639347423083	0.18445605418773	-2.43865095316678	0.00376709419026108	0.215320019122768
"Transcript_258220.0"	0.176315829688731	0.352631659377461	0	0	-Inf	0.00222332986479029	0.161451767950979
"Transcript_258252.0"	0.476894126677586	0	0.953788253355172	Inf	Inf	0.00918899308647276	0.33240331657622
"Transcript_258328.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
