Name	heart1	spleen1	lung1	colon1	liver1	kidney1	skeletal_muscle_tissue1	brain1	testis1	brain2	kidney2	colon2	liver2	lung2	skeletal_muscle_tissue2	spleen2	testis2	brain3	colon3	heart3	kidney3	liver3	lung3	skeletal_muscle_tissue3	spleen3	testis3
MGI:1917963	165.993	1082.72	163.232	116.766	11.998	186.639	406.876	3805.31	647.992	3530.2	158.02	47.633	79.035	165.671	387.962	762.056	443.111	1119.57	52.999	58.321	43.777	37.391	695.552	45.363	652.31	186.202
MGI:5593521	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	60.086	0	0	0	0	0	0	0	0	6.993
MGI:1917811	600.405	7394.94	1201.43	878.443	238.234	1066.47	1256.76	6472.25	4098.2	5552.54	1142.88	413.806	268.883	1402.32	1349.53	6889.34	3118.99	2232.25	398.358	398.702	371.988	105.924	3408.31	447.373	6780.03	1491.65
MGI:97794	18.025	547.997	230.864	243.05	0	45.443	21.536	57.417	26.287	55.566	31.088	125.751	118	380.994	14.644	737.68	58.244	6.015	77.256	12.009	5.591	14.015	540.156	4.003	476.997	9.112
MGI:102966	1	88.029	14.006	73.699	3.002	6.043	4.001	73	459.084	88.001	4	66	1	18.114	0	108	476	28.421	15.154	1	1.001	1	19.018	1.001	67.017	111.085
MGI:3648993	0	0	0	0	0	0	0	1.056	282.383	0	0	0	0	0	0	0	193.96	3	0	0	0	0	0	0	0	72.236
MGI:3644430	0	0	0	0	0	0	0	0	91.918	1	0	0	0	0	1	0	129.784	0	0	0	0	0	0	0	0	2.176
MGI:1914617	1228.89	6676.06	1983.72	3947.66	1621.32	2968.62	1139.19	5146.47	5444.45	5446.15	2039.93	1050.47	1328.77	1519.54	1026.83	6091.05	2945.3	1548.27	760	436.822	567.394	569.733	3547.55	237.825	6324.51	1301.59
MGI:3646247	763.253	209.214	422.813	355.804	18.92	2705.84	5393.62	1692.51	1982.38	3134.91	3513.59	165.037	3613.22	737.684	7504.71	307.73	3181.91	760.078	136.924	533.371	713.033	1149.11	2030.49	1398.41	331.073	306.463
MGI:4937920	0	0	0	0	0	0	0	0	54.989	0	0	0	5.942	1.012	0	1.001	31.055	0	0	0	0	0	0	0	0	10.502
MGI:1344410	0	318	6	562	0	12	14	0	7	0	41	1557	81	0	4	501	0	0	582	0	50	5	2	0	378	2
MGI:2682320	0	0	0	0	0	1.002	0	1.001	1176.22	0	1	0	0	0	0	0	960.32	0	0	0	0	0	0	0	0	21.116
MGI:3642816	4	3.004	9.007	210.019	2	676.196	369.049	365.055	21.005	179.525	836.031	63.721	3	11.184	1192.3	1	23.003	62.039	123.108	13.009	201.504	2	42.026	167.074	0	8.005
MGI:3781549	0	0	0	0	0	0	0	0	83.852	0	0	0	0	0	0	0	141.286	0	0	0	0	0	0	0	0	0
MGI:3643828	0	0	5.667	0	0	0	0	0	256.573	4.731	0	0	0	48.407	1.056	5.096	391.754	0	0	0	0	0	0	0	1.123	13.857
MGI:3643591	0	0	0	0	0	2.265	0	1.049	207.819	1.004	0	0	0	4.007	0	0	125.309	0	0	0	0	0	0.999	0	0	39.107
MGI:1922204	2.16	1.308	7.184	1.963	0	23.145	1.769	8.391	536.761	11.149	3.002	0	0	2	0	0	389.868	1.004	2.031	0	2	0	0	3	0	82.105
MGI:1925342	0	0	0	0	0	0	0	0	3648.36	8.203	0	0	0	0	9.123	0	1420.69	0	0	0	0	1.158	2.491	0	0	584.215
MGI:3781505	0	0	0	0	0	0	0	0	71.07	0	0	0	0	0	0	0	93.003	0	0	0	0	0	0	0	0	11.855
MGI:3528602	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2.018	0	0	1.005	0	0	0	0	0	3.005	0
MGI:3528599	4	5.394	5.085	7.122	1.001	2	2.279	1.001	3.47	1	0	1.001	0	2.978	0	11.904	22.502	0	11.233	5.007	2.005	46.051	14.405	0	7.994	2.007
MGI:3648791	797.611	688.637	157.631	50.725	2.854	429.873	29.498	66.82	418.953	48.775	62.376	33.144	48.143	159.815	50.234	716.094	104.583	9.658	1.825	98.532	27.978	2.483	187.424	16.676	1254.97	90.807
MGI:1890464	0	6.243	0	0	7.536	0	1.202	0	10.014	0	0	0	4.273	0	0	11.282	3.002	0	0	0	0	0	0	0	12.547	2
MGI:108021	0	38.515	1366.82	1.012	8.464	0	3.098	1.001	5.167	0	0	2	0	691.932	0	50.067	8.001	0	0	0	0	0.941	3.072	0	45.009	0
MGI:5434749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814.356	0	0	0	0	0	0	0	0	378.857
MGI:3643326	0	2	0	0	0	0	0	0	54.651	0	0	0	0	0	0	7	54.997	0	0	0	0.773	0	0	0	1	11.26
MGI:3648758	1.081	0	1.051	0	0	0	0	1.03	122.187	2	0	0	0	0	1	0	61.127	0	0	0	0	0	0	0	0	15.334
MGI:1926446	234.243	5056.75	1232.42	628.295	4.985	347.159	297.265	211.01	282.089	128.565	521.005	372.042	189	1296.08	223.288	5451.35	183.026	37.237	217.429	163.296	87.381	45.667	2142.6	130.216	4623.04	75.014
MGI:3641772	0	0	0	0	0	0	0	0	69.635	0	0	0	0	0	0	0	37.249	0	0	0	0	0	0	0	0	8.643
MGI:3648126	0	0	0	0	0	1.108	0	0	163.378	0	2.482	0	0	1.037	0	0	155.069	0	0	0	2.101	0	0	0	1.995	46.495
MGI:4937288	0	2.318	0	0	0	2.023	0	0	257.702	0	0	0	0	0	0	0	298.148	0	0	0	3.05	0	4.207	0	0	48.44
MGI:3647466	0	0	0	0	0	8.399	0	0	755.559	0	0	0	0	0	0	5.55	276.849	0	0	0	0	0	0	0	0	87.316
MGI:2158329	72.007	13019.9	760.328	658.108	0	159.844	76.016	503.619	2110.14	418.658	123.011	396.123	81.048	746	47.005	13523.6	3753.38	289.146	416.807	77.015	54.494	20.002	1661.55	31.007	12563.5	1480.16
MGI:1919076	0	0	0	0	0	0	0	3.256	2769.87	1	0	0	0	0	0	0	451.282	0	0	0	0	0	0	0	0	354.353
MGI:3646865	0	0	0	0	0	0	0	0	113.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.446	0
MGI:3646861	1.644	0	0	0	0	95.38	0	0	379.041	0	15.323	0	0	0	0	0	150.901	0	0	0	0	0	1.533	0	0	7.549
MGI:3645750	1.592	0	0	0	0	5.244	0	10.774	221.916	0	11.706	0	0	3.914	0	0	180.481	0	0	0	0	1	0	0	0	0
MGI:2146021	8.016	34.845	10085.8	10101.1	15.807	1955.82	29.063	8774.34	27.238	9272.63	3164.89	3251.84	2431.27	11298.1	21.122	0.003	16.646	3890.21	1744.47	2.005	534.243	1334.4	19441.4	17.996	23.706	6.407
MGI:3704432	0	0	1.015	0	0	0	0	0	14.456	0	0	0	0	0	0	0	7.017	0	0	0	1.934	0	0	1.003	0	19.599
MGI:5439446	0	0	0	0	0	0	0	0	197.763	2.874	0	0	0	0	0.883	0	173.832	0	0	0	0	0	0	0	0	0
MGI:3704431	0	0	0	0	0	1.687	0	0	1889.65	0	0	0	0	0	0	0	435.831	0	0	0	0	0	0	0	0	897.434
MGI:3647991	0	0	0	0	0	0	0	0	86.042	0	0	0	0	0	0	1.774	123.814	0	0	0	0	0	0	0	6.372	23.04
MGI:3648646	0	0	0	0	0	0	0	0	94.699	0	0	0	0	0	0	0	143.723	0	0	0	0	0	0	0	0	0
MGI:3780019	0	0	0	0	6.04	0	0	0	10.505	0	0	0.999	0	1	0	0.973	19.001	0	0	0	0	0	0	0	0	0
MGI:4937853	0	0	0	0	0	0	0	0	71.825	0	0	0	0	0	0	0	100.906	1.011	0	0	0	0	0	0	0	24.251
MGI:4937854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.138	0	0	0	0	0	0	0	0	0
MGI:3648771	0	0	0	0	0	0	0.983	1.935	7.99	0	0	0	0	0	0	0	22.213	0	0	0	0	0	0	0	1	2.524
MGI:1922805	0	0	0	0	0	0	0	0	15884.1	0	0	0	0	0	0	0	15838.4	0	0	0	8.332	0	0	0	0	5064.45
MGI:3781720	0	0	0	0	0	0	0	0	250.158	0	0	0	0	0	0	0	97.814	0	0	0	0	0	0	0	0	0
MGI:3643507	2.003	18.714	2.023	17.495	1.01	11.177	3.086	13.448	3101.51	18.431	11.709	14.465	8.543	4.009	16.063	11.511	2812.08	9.011	2.007	0	13.006	3.001	18.476	3	30.307	1130.33
MGI:1922768	4.308	10.453	21.221	3.517	0.094	19.516	0.083	17.701	2019.57	33.289	6.94	3.209	0.034	57.538	18.556	147.658	2686.24	6.71	1.386	1.14	2.799	0.011	4.093	1.185	6.31	329.658
MGI:2146046	448.558	439.033	250.344	305.493	5.597	404.551	1423.56	153.77	276.943	214.144	446.875	205.729	83.87	400.281	1540.89	492.158	210.453	51.348	73.448	181.978	71.499	14.558	532.145	369.039	238.543	66.592
MGI:1920665	1.139	0	0	0	0	5.594	0	2.05	132.68	1.072	0	0	0	2.001	0	0	185.112	0	0	0	0	0	0	0	0.983	66.598
MGI:3782476	0.001	0.002	2.413	0.007	0	1.028	0.93	0.003	114.394	0.967	1	0	0	0	17.021	0	88.156	0.002	0	0.005	1.47	0.001	0	0.001	0.001	37.232
MGI:3646066	0	0	0	0	0	0	0	0	147.871	0	0	0	0	0	0	0	161.464	0	0	0	0	0	0	0	0	17.683
MGI:3646354	0	0	0	0	0	0	0	0	106.76	0	0	0	0	0	0	0	328.246	0	0	0	1.039	0	0	0	2.314	25.424
MGI:3781249	0	0	0	0	0	0	0	1.038	28.839	0	0	0	0	0	0	0	28.419	0	0	0	0	0	0	0	0	0
MGI:2446078	272.897	1458.56	501.728	1166.8	8.391	2669.63	1555.81	1823.59	813.626	2031.39	2822.11	496.077	2932.49	721.2	1589.79	1428.55	602.654	735.916	305.698	149.518	737.067	592.218	1890.27	386.774	1538.52	323.976
MGI:3796510	0	0	0	0	0	0	0	0	298.009	0	0	0	0	0	0	0	200.284	0	0	0	0	0	0	0	0	0
MGI:1922248	457.318	1737.26	952.496	435.933	317.03	3215.81	1159.01	5336.32	7983.32	6266.82	2055.11	111.645	678.842	1127.23	1231.02	1631.44	5340	2267.57	102.468	200	390.248	116.091	2638.07	349.514	1281.56	2061.17
MGI:3644387	0	0	0	0	0	0	0	0	98.922	0	0	0	0	0	0	0	114.087	0	0	0	0	0	0	6.965	0	39.417
MGI:1920094	453.237	1724.63	546.232	418	39	7617	837	4530.1	413	10188.2	4836	351	472	636	651	1944.05	317	2835.03	244	250	1879.83	74.978	3244	323.765	1752.7	68.021
MGI:3648778	0	0	0	0	0	0	0	0	25.18	0	0	0	0	0	0	0	18.587	0	0	0	0	0	0	0	0	2.35
MGI:3644578	0	0	0	0	0	3.774	0	0	218.613	0	4.137	0	0	0	0	0	193.053	0	0	0	0	0	0	0	0	32.218
MGI:3646596	0	0	2.039	0	0	0	0	0	254.495	0	0	0	0	0.978	0	0	198.396	0	0	0	0	0	0	0	0	23.948
MGI:96923	0	7.528	95.173	0	8.552	153.465	2.031	0.752	13.743	9.281	99.014	0	11402.3	125.092	2.029	8.789	8.357	1.005	0	0	64.686	3846.05	171.478	9.061	23.12	2.088
MGI:109518	0	3	82896	0	0	0	1	0	5	0	1	5	132	105802	0	0	4	0	0	0	0	28	88399	0	1	2
MGI:2146818	610.611	4229.79	745.42	2004.89	0	2363.61	868.719	623.72	1528.49	759.766	2429	1136.12	1226	1131.64	862.864	3628	1328.04	288.069	582.689	273.049	828.129	405.365	1763.77	340.046	3640.71	609.037
MGI:88017	0	1.085	505.043	73.465	25.171	13.003	4	8.039	45.145	7.013	3	330	179792	471	0	3	21	3.009	245.124	0	5.007	47537.2	1117.06	0	7	10.006
MGI:1916746	2.024	13.557	39.556	11.875	6.056	21.079	0	26.449	4116.2	29.057	1	0	0	43.764	2.01	0	2865	3.007	0	1	4.099	0	102.258	2.002	10.036	1359.93
MGI:1918450	5170.66	1104.82	670.316	137.138	27.362	1978.71	243.668	647.967	3154.17	245.322	220.293	38.879	22.148	629.22	534.492	2057.47	2818.95	38.298	22.322	1039.67	78.556	10.517	1521.14	70.765	1925.24	1457.3
MGI:6155161	110.549	83.816	49.947	257.005	0.022	290.412	1114.61	398.536	750.848	654.224	386.438	157.328	65.232	69.365	710.397	181.95	749.384	159.532	57.193	65.584	103.766	19.376	199.604	117.75	91.276	108.642
MGI:1925182	29.299	384.981	101.578	66.535	13.348	303.092	74.83	108.357	217.856	266.512	197.558	28.439	24.695	116.228	22.444	433.997	175.094	114.47	10.255	17.846	65.232	5.889	208.296	42.582	427.365	82.272
MGI:5590765	0.01	0.011	0.054	0.206	0.112	0.08	0.016	0.545	0.013	0.427	0.004	0.126	0	0	0.072	0.027	0.045	3.502	0.171	0	0.001	0.018	0.181	0.007	0.1	0.005
MGI:1097165	38.658	347.079	32.718	191.371	156.516	109.589	219.307	28248.6	7473.9	35905.4	53.29	154.543	94.46	61.343	201.119	129.956	5181.45	12442.8	146.933	18.054	48.334	21.717	127.242	78.631	181.316	1539.75
MGI:1917295	0	206.591	1.001	20.655	1.001	11.287	8.011	7.986	1707.05	16.078	13.854	29.005	1.003	4.352	13.166	87.242	1071.29	6.007	12.049	3.002	1.005	0	10.045	8.323	95.28	488.667
MGI:101859	3096.35	5144.85	4249.68	7959.84	3423.94	21624	7277.04	10169.3	11438.7	9700.3	16749.1	2689.07	3071.98	4525.04	8757.54	4942.34	10394.7	2964.7	1581.83	1643.24	3166.22	935.703	10367.2	1345.22	4149.59	4265.15
MGI:3586330	0	0	0	1.992	0	0	0	1.03	1706.09	2	1	0	0	0	1	0	590.002	1	0	0	2	0	0	0	0	427
MGI:95812	18.96	144.987	159.633	68.557	81.255	643.865	118.499	8042.96	1882.83	10379.2	487.855	39.799	253.178	77.859	72.324	137.025	872.843	3296.86	29.474	9.021	62.13	36.407	166.63	23.377	108.272	316.316
MGI:2675859	1396.42	13090.2	3272.99	9024.72	20.828	7078.01	3597.37	4405.32	16246.2	4504.53	5302.76	3227.03	4939.77	3632.26	3688.8	9390.86	11204.5	1693.21	1784.4	621.913	1617.77	1820.16	6946.91	940.271	16435.9	3704.76
MGI:2385809	5	78	25	57	12	12	9	6	38	28	31	52	25	40	10	78	70	11	27	5	12	11	57	1	70	31
MGI:1925493	1.016	10.954	0	16.919	2.032	7.299	2.806	2.023	13.225	6.165	17.609	5.001	3	4.945	4.344	4.673	1.001	1.011	7.144	1.031	5.15	1.006	11.406	9.511	3.703	10.142
MGI:1338938	2219.17	1579.32	3166.55	7258.86	2661.86	4864.05	5957.85	4388.9	2203.51	3857.8	4430.79	1930.1	1886.21	2971.02	7512.84	1358.58	1543.13	1388.4	1390.03	1025.26	1020.63	700.431	7337.76	1658.19	1355.67	630.941
MGI:1916384	0	0	6.006	1	1875	63.152	14	0	0	1.035	70	4	1112	3	9	0	0	1	0	0	37	734	7.002	0	1	0
MGI:1922948	292.935	2146.1	448.709	377.231	2786.89	1302.25	833.574	483.231	647.217	521.931	1087.77	199.706	2078.7	507.95	809.272	1357.21	495.715	252.581	213.94	127.839	429.562	1253.2	1373.4	385.105	2175.54	292.62
MGI:105374	15	0	4	8	0	0	8	2	49	1	4	0	0	1	9	1	55	0	2	6	2	0	5	3	3	17
MGI:1935159	1219.77	2566.41	441.577	3113.6	2.648	4369.2	1369.24	1230.45	348.416	701.325	3512.68	960.996	2602.35	642.569	901.915	1361.92	174.791	252.488	641.332	262.788	616.52	469.359	487.737	167.632	933.811	119.377
MGI:1201374	41.822	18.898	488.003	8.809	0	35.95	195.918	13.968	0	45.891	61.78	9.574	12.944	881.007	65.482	3.587	0	11.869	7.946	44.157	15.857	3.081	1757.87	27.031	20.871	0
MGI:3643519	6.105	10.729	0.002	44.178	4.994	5.023	4.032	3.809	3278.09	5.994	3.004	3	10.424	4	3.01	5.005	2296.67	1.682	0	2.01	3.012	0	1.096	3.049	5.462	1166.74
MGI:3782209	5.531	227.638	36.839	17.787	1.004	15.098	5.05	16.981	42.568	17.07	27.122	11.74	12.083	67.036	4.934	176.176	34.108	1.004	10.767	3.001	2.059	1.006	85.133	3.21	172.498	18.798
MGI:5589242	1.007	1.558	1.001	5.221	0.002	2.119	0	4.051	3155.23	3.723	1.096	0	1	2.001	2	0.003	2230.86	0	1.999	0	3.039	1.002	4.001	3.004	1.024	742.531
MGI:2686052	0	0	0	1.005	0	1.007	0	382.302	188.574	410.022	0	0	8.434	1.002	1.007	0.999	278.564	67.126	0	0	0	0	0	2.006	0	55.458
MGI:97878	0	0	0	1	0	0	0	12	21	23	0	0	0	3	0	0	21	0	0	0	0	0	0	0	0	7
MGI:1347048	583.375	4986.83	1774.84	1980.73	7.004	6627.58	1257.39	2506.43	1775.06	4101.73	5536.98	1220.62	4096.24	2115.97	1441.12	5073.27	1774.34	1525.89	701.977	409.538	2139.34	1789.45	6548.5	412.533	5042.23	606.561
MGI:1321394	6	6	15	1	0	0	0	1	3	1	2	0	1276	21	0	1	3	0	0	1	0	318	26	0	1	1
MGI:95684	133.004	1665	497	59	0	446	423	336	42	415	651	79	274	267	475	2058	25	128	46	103	132	55	1665	250	2033	21
MGI:2443418	155.481	778.573	528.819	305.082	10.863	820.273	61.319	795.028	391.559	995.612	764.372	171.297	51.726	642.342	201.459	2569.12	344.624	322.548	110.094	109.372	211.518	29.876	2201.91	52.032	1354.53	371.4
MGI:1914830	40.625	0.005	128.785	0.003	0.013	35.132	38.327	53.021	31573.8	63.608	0.018	0.008	0.012	96.463	42.809	0.002	28020.9	11.391	0.005	0.012	19.628	0.008	0.012	8.958	0.002	11056.8
MGI:3584510	96.598	45321.7	2333.06	2473.75	165.842	548.598	144.154	149.678	1984.1	212.11	444.466	1056.35	430.418	1978.52	151.512	41096.5	1696.62	59.884	1126.92	89.013	107.774	89.658	3948.27	45.355	37051.3	965.581
MGI:2444633	272.783	725.879	439.707	582.011	7.817	609.419	150.747	232.167	1076.52	195.481	605.008	253.047	84.263	960.036	96.017	917.275	891.561	58.651	144.27	156.713	121.979	24.1	2130.49	99.165	881.461	284.576
MGI:2148204	9.072	9.383	2.67	33.511	11.997	3.188	324.839	36.945	17.227	10.669	6.784	18.183	1.888	4.437	827.172	9.441	23.225	2.077	1.272	2.008	2.146	1.755	14.053	134.759	51.341	4.552
MGI:1101061	0	0	0	24.328	0	0	0	101.718	136.295	57.428	0	19.159	0	0	0	0	181.933	1.562	9.669	0	0	0	1.723	0	0	40.146
MGI:1914335	0	0	177.208	0	0	0	0	8.932	2526.54	15.03	0	0	0	208.029	0	0	1574	4.185	0	0	2.001	0	287.875	1.001	2.001	851.791
MGI:97166	3.002	60.055	3.014	3.704	4.178	7.719	0.001	5.003	20.406	1	5.001	1	3.799	0	3	31	11.398	4.003	0	0.816	4.004	1.001	1.135	6.03	144.795	11.055
MGI:1916953	1385.08	1067.58	329.561	3467.49	8.016	4199.45	1518.13	846.642	2115.22	1032.95	3581.82	1077.39	1575.62	419.067	1227.64	847.415	1437.45	341.693	925.555	618.718	994.463	706.44	943.744	728.014	1248.31	870.726
MGI:1922658	982	1883	766	2150	934	1643	2213	1961	2601	1791	1899	748	951	973	1762	1336	2073	589	581	558	512	273	2021	584	1909	1388
MGI:1929657	241.933	309.291	310.244	1173.16	18481.3	2162.29	506.396	295.755	907.072	286.253	1888.61	359.92	10155.8	284.121	239.883	82.185	629.77	135.1	237.12	135.457	771.973	4108.66	540.763	287.232	618.829	389.496
MGI:1338761	0	0	0	0	0	0	0	0	187.036	0	0	0	0	0	0	0	183.873	0	0	0	0	0	0	0	0	96.004
MGI:1921677	469.804	4646.42	1498.1	4299.63	0	4027.25	1519.26	1386.81	2464.07	1313	4338	1289	3157	2067	1015	3850	1852	424.02	616.071	304.993	1003.63	1207.6	4663.06	304.061	5431.91	730.154
MGI:1914261	435.181	2644.05	1008.2	1475.52	1150.19	1533.27	762.552	1631.74	5334.88	1977.71	1709.88	695.033	1345.79	1199.52	596.754	2796.42	4433.37	682.017	422.894	189.724	439.357	547.28	2571.35	264.775	2954.71	1774.52
MGI:1206586	618.069	4647	1237	2683	0	4694	3470	4977	8112.01	6262	4173	986	2711	1565	2432	4091	6449	2734	717	395	1673	841	4656	1011	5719	3274
MGI:1919088	191.584	1507.15	336.497	445.812	690.824	1036.91	670.831	287.805	118770	377.517	909.106	166.741	576.053	328.099	560.514	1457.92	90805.1	128.707	166.177	75.221	380.657	257.904	707.203	176.386	1418.45	47653.6
MGI:3041242	297.213	1029.94	5887.82	191.503	0	5043.59	449.102	227.111	85.364	133.16	3925.89	121.003	33.003	8651.1	327.085	1232.08	164.115	61.83	170.363	169.277	1023.79	8.009	26926.9	320.312	999.08	31.953
MGI:1928323	3286.57	22670.3	12783.9	12323.3	7552.82	33559.2	7365.65	26815.4	6910.62	32218.1	25355.9	5911	16726.9	12026.9	6134.45	29727	5418	10970.2	3635.94	1837.96	10276.2	4631.68	51253.9	2039.43	26661.8	1383.76
MGI:1923735	781.123	2021.03	1123.3	801.328	18.056	1432.71	867.698	2719.73	13479.8	3923.29	1727.34	546.447	704.544	1252.49	811.999	1832.62	9334.31	1279.74	291.383	451.575	547.899	213.369	3543.72	217.098	2196.82	5483.76
MGI:5313130	405.159	1962.29	547.455	1788.45	811.492	2000.64	2153.4	615.15	729.317	1756.19	1995.18	1188.26	1724.66	466.83	2379.53	2339.66	827.503	258.048	635.491	107.315	375.397	523.769	2189.34	283.814	2144.16	114.304
MGI:1916269	1840.93	3055.52	2022.79	3473.47	2879	4113.76	2687.91	2454.37	11326.5	1632.93	3107	1272.74	1565.62	1030.55	1442.79	1517.75	11541	987.327	1332.76	765.893	1439.76	844.888	3493.21	658.94	3081.15	5005.82
MGI:96618	0	3.003	39.548	2.004	37829.9	238.051	4.07	0	4.057	0	293.004	1	43534.3	76.011	0	2.008	0	2.005	0	0	134.388	19391.7	148.378	0	0	0
MGI:96620	10.018	253.937	79.221	158.402	42452.9	42.326	6.012	4252.81	61.916	1242.05	64.001	43	39419.1	36	1	185.834	57.179	542.499	50.071	6.002	20.275	19249.4	178.114	9.991	206.912	21.653
MGI:109536	76.996	25.578	3464.1	18.739	28.03	13.287	12.003	13.592	37.302	23.025	18.823	177.09	70653.3	1770.24	20.01	21.024	7.001	3.877	193.181	18.046	3.005	52156	7040.18	5	27.23	17.427
MGI:1921500	494.159	4176.47	1841.52	1019.34	1.061	1481.07	897.436	2410.91	914.324	3892.06	1393.13	572.057	1584	2592.96	1243.98	3941	877.587	1261.93	332.906	295.938	317.275	501.054	4657.44	332.851	3224.62	287.555
MGI:3826576	88.053	681.539	77.681	679.751	547.995	602.593	117.66	206.599	4431.21	452.344	1559.39	852.314	1516.62	298.489	958.557	778.116	4719.09	82.171	394.659	43.866	238.56	134.342	260.332	64.329	330.512	1364.72
MGI:105992	1064.88	12786.6	5173.07	24649.6	6.059	13543.1	1740.94	7200.61	1712.05	6880.44	11939.7	9960.76	8883.42	4494.53	1007.22	12569.6	1039.54	2963.46	9800.35	651.179	5068.26	2680.76	14067.8	5497.82	23915.8	516.355
MGI:88293	220.687	1740.98	2003.07	932.565	406.769	1745.03	113.593	7898.21	3369.57	13658.2	2013.16	469.719	531.51	2795.66	117.705	1898.7	2964.42	4048.08	320.096	88.489	587.636	141.576	5401.75	61.288	1558.13	987.891
MGI:1860776	13.835	428.132	186.847	22402.9	47.856	44764.1	529.403	786.558	5204.54	1102.11	36488.7	6441.32	23288.6	264.359	111.878	319.105	4484.03	202.205	2605.56	7.698	9997.5	5835.98	528.939	251.66	615.476	1646.33
MGI:1355292	22.004	205.046	60.016	301	607.069	939.001	29.012	201.094	369.001	168	583	137	802	47	19	223	153	43.005	86	9	231.459	272	81.001	10.016	226	41.732
MGI:1860775	858.845	2876.63	1155.37	1462.79	193.923	3033.61	2083.98	2796.5	3550.6	2958.52	2389.67	666.197	1884.05	1317.72	1338	2552.06	2792.16	1278.9	584.416	418.982	1092.35	693.425	3691.07	536.635	3246.69	1467.4
MGI:1338890	296.884	406.161	141.038	362.15	66.764	278.23	217.02	8771.99	2235.84	10893.6	157.278	240.107	121.393	220.675	203.675	243.439	1695.28	4846	149.35	84.441	36.17	37.633	460.369	91.932	264.3	605.572
MGI:3028060	34	235	29	32	11	36	16	39	25	54	26	22	19	68	18	189	21	20	17	18	2	6	113	7	214	3
MGI:98958	216.24	798.153	532.24	1027.67	0	1143.84	966.006	941.761	370.121	902	1655	311	84	515	858	832	235.419	308.831	167.118	73.031	364.529	34.017	2333.45	182.315	701.786	58.931
MGI:3647970	0	0	0	0	0	0	0	0	10.2	0	0	0	0	0	0	0	17.266	0	0	0	0	0	0	0	0	0
MGI:2443639	811.048	4678.83	1225.16	1663.36	245.106	3001.06	1152.32	2092.09	4721.46	2258.79	2468.72	520.07	845.536	1382.62	961.471	2854.74	3162.73	817.817	502.049	405.405	595.62	240.605	3791.27	342.386	3692.86	1671.26
MGI:2159727	286.272	475.098	1310.77	697.744	5.679	1029.69	288.27	525.888	2463.31	709.048	994.46	306.343	125.31	1779.18	388.373	708.051	1822.47	178.266	155.815	197.403	206.546	26.212	4321.73	128.653	420.027	537.417
MGI:3645524	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:96071	0	38.848	2.541	3.058	0	22.118	2.11	1.023	18.295	0.754	20.332	6.002	0	3.002	0	29.025	14.075	0	0	1.002	12.026	0	5.064	0	26.214	10.394
MGI:1924246	0	0	0	0	0	0	0	0	45.673	0	0	0	0	0	0	0	88.507	0	0	0	0	0	0	0	0	58.183
MGI:2655107	2934.95	380.914	354.327	81.711	43.161	121.219	13088.4	297.08	1007.92	243.272	116.232	27.977	51.815	367.277	9853.98	131.053	702.641	64.172	20.894	1265.23	28.201	10.811	518.804	2085.21	146.331	203.854
MGI:2443226	172.302	1267.04	377.027	1607.92	489.346	1372.91	454.424	802.621	656.591	802.557	911.575	440.01	820.649	507.035	455.036	1522.27	651.456	317.81	377.953	126	388	324.331	1128.48	167.072	2070.49	171.706
MGI:3710520	0	26.129	0	0	0	0	0	102.864	0	20.794	0	0	0	0	10.363	0	6.389	41.185	2.032	0	0	1.001	39.195	3.019	25.184	0
MGI:3710620	8.226	0	18.064	17.663	0	0	15.141	0	11.456	0	0	0	0	9.744	0	0	0	0	0	0	0	0	0	0	0	0
MGI:3780272	2.019	0.001	4.178	25.63	56.347	64.173	39.138	17.01	69.913	19.459	0.001	12.062	27.997	19.099	37.459	32.982	37.842	4.091	15.194	4.503	12.214	0.001	58.036	0.001	17.69	7.132
MGI:3711260	0	0	0	0	0	0	89.992	0	108.957	0	0	0	276.374	394.518	59.903	0	7.056	0	0	82.59	0	0	0	0	170.522	66.802
MGI:3710532	485.308	620.643	840.855	73.363	120.389	177.921	529.063	59.929	185.869	52.005	221.011	49.064	72.348	661.541	443.2	426.975	26.36	0.001	55.046	334.463	61.086	27.244	1931.58	111.576	383.27	27.988
MGI:1916048	2.094	12.968	0	0	2.398	6.222	2.897	0	11.965	100.035	8.02	4.577	0	6.05	0	34.79	16.196	0	0	2.035	2.049	1.996	6.859	0	6.614	3.086
MGI:2145733	0.001	20.38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	42.63	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	54.687	0.001	4.027	0.001	0.001
MGI:1921945	1.286	6.022	6.012	0	1	1	0	3.974	54.72	2	2	1.05	0	8	0	0	42.13	2.021	1.029	0	0	0	11.08	1.008	4.436	7.045
MGI:1196450	3.734	184.384	44.27	177.517	351.113	389.929	34.075	97.549	85.901	197.943	635.962	149.511	446.05	27.269	12.097	144.299	9.498	62.069	66.309	7.41	117.577	77.348	67.778	21.336	108.395	24.996
