Name	heart1	spleen1	lung1	colon1	liver1	kidney1	skeletal_muscle_tissue1	brain1	testis1	brain2	kidney2	colon2	liver2	lung2	skeletal_muscle_tissue2	spleen2	testis2	brain3	colon3	heart3	kidney3	liver3	lung3	skeletal_muscle_tissue3	spleen3	testis3
MGI:5434564	0.01	0.005	0.011	0.004	0.001	0.016	0.001	0.002	0.018	0.011	0.02	0	0.01	0.003	0.012	0.019	23.481	0.003	0.003	0.016	0.014	0.007	0.01	0.01	0.004	8.366
MGI:892021	0	1.006	4.48	3.003	0	17.449	3	0	1518.87	0	21.473	9.244	0	0	1	0	781.937	0	23.487	0	6.627	0	1.002	0	1.042	232.247
MGI:2670978	55.671	247.525	63.718	105.943	5.459	120.547	33.461	273.64	151.345	215.994	116.774	24.966	65.04	99.4	27.446	135.735	167.197	52.818	36.255	41.377	26.719	17.616	205.261	15.569	217.053	49.944
MGI:97322	0	0	0	3.045	0.956	54.609	0	2	263.439	1	45.192	113	1	0	0.998	0	124.99	0	100.297	0	12.995	0	0	0	2.853	196.435
MGI:97320	0	0	2.048	5.681	0	4.374	0	1.001	135.22	4	9.016	87.326	111	0	0	0	75.345	2.052	7.09	0	0	0	0	0	1.042	55.346
MGI:1932407	74.712	905.407	149.074	169.186	72.493	146.834	59.244	27300.8	1506.4	44907.5	117.003	133.946	116.857	257.021	121.002	1670.08	1971.16	16174.5	138.917	56.136	42.822	42.465	488.774	47.261	647.362	554.609
MGI:102850	6	607.947	115.1	1826.58	0	26323.7	14	12	514.244	17	48560.7	30256.1	4	22	5	227	228.243	13	17682.1	1	5468.77	1	24	20.792	346.199	133.952
MGI:1917254	17.006	101.545	24.041	74.148	20.468	650.732	22.023	60.133	23776.1	123.269	719.02	76.115	32.004	13.001	31	86.73	16558.2	27.013	60.089	17.012	259.395	6.009	42.781	9.004	98.128	8358.74
MGI:5596023	3	49	7.002	30	2.001	221.001	2	43	5593.69	43	201	18	9	4	8	34	4041	8	12	0	30	0	5.001	0	19.002	1503.24
MGI:103020	140.839	125.115	633.699	282.169	7.196	688.817	104.504	31500.9	1339.53	39144.6	1007.65	214.109	25.042	500.852	159.687	115.008	1086.56	14945.1	142.496	67.75	175.603	9.003	1109.66	68.745	110.872	406.391
MGI:3613677	36.645	2616.44	62.919	173.36	2.05	217.937	41.5	28449.5	2719.18	51130.5	419.61	219.36	30.935	62.923	170.845	2571.79	3391.92	15405.8	183.163	11.806	95.953	8.368	549.886	23.418	3665.8	532.017
MGI:3041229	795.517	174.234	1603.79	189.161	220.736	194.048	331.664	1046.59	10806	1985.96	229.609	86.436	298.294	1362.62	285.216	72.671	6438.56	673.151	35.018	280.498	374.019	46.803	2539.59	518.982	115.247	3592.54
MGI:3030292	3	3	8.378	0	0	0.5	2	1	0	0	0	0	0	14	3	10	0	1	0	0	1	0	26.815	2	5	0
MGI:5621887	0	2.004	0	2.002	0	2.006	0	179.58	8.272	456	0	1	0	0	2.001	0	21.898	368.906	2.007	0	0	1.003	3.004	1.003	0	6.019
MGI:3030615	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:3027390	354.537	143.548	82.069	30.028	2.07	46.339	9.22	7176.03	1032.69	10206.2	7	10.001	3.019	24.049	18.002	57.048	691.015	2868.04	11.142	52.015	7.924	1.794	294.277	15.04	104.339	159.786
MGI:106332	0	0	0	0	0	2.017	3.589	4.216	16.112	0	0	0	0	0	0	0	14.413	0	0	0	0	0	0	0	0	2.068
MGI:1306796	465.497	4158.58	1055.36	4956.78	275.865	1509.45	239.385	1180.54	621.097	1466.06	645.445	2334.36	250.579	1469.91	254.514	3492.39	401.145	652.241	993.122	288.258	173.482	105.325	2928.13	119.866	4026.78	190.676
MGI:1913374	790	4442	700	686	0	1414	2002	1908	2072	4714	2135	806	3679	1045	1824	3694	3296	921	486	422	612	689	3132	443	6450	469
MGI:1922521	0	0	0	2	0	2	0	0	1779	0	2	0	1	0	2	0	1054	0	0	0	3	0	3	0	0	665
MGI:1100512	327.252	4297.57	656.71	1651.98	583.181	1189.54	893.935	934.836	3600.02	1092.89	872.786	511.333	598.526	671.169	810.865	2767.53	2182.44	336.967	388.869	184.785	305.92	167.793	1424.57	228.535	3853.67	1357.09
MGI:1336170	570.995	601.079	134.09	63.012	0	108.085	567878	188.107	576.219	317.997	97.113	40.014	19.002	85.192	265980	537.998	462.058	110.843	47.017	478.937	107.953	7.115	306.327	93350.8	1566.36	147.977
MGI:1351500	276.32	2811.51	604.785	2106.31	0	903.662	1307.97	1030.04	8406.79	1328.76	863.491	803.325	724.863	773.763	850.727	2538.82	8451.84	471.956	607.758	242.877	352.501	299.132	2240.65	408.694	4996.88	2575.13
MGI:1914669	244.217	128.756	193.59	292.844	61.966	2228.38	183.57	2369.03	376.908	2059.72	1307.28	164.421	35.749	151.278	351.586	134.766	307.912	750.052	68.49	111.458	185.945	19.313	559.217	90.563	125.028	160.836
MGI:1333861	60.657	1147.74	27.618	73.636	39.093	167.514	35.498	166.216	63.262	82.228	406.338	60.187	98.76	127.516	63.522	1124.33	47.164	29.328	38.367	24.951	64.884	15.221	243.016	40	669.234	3.361
MGI:97741	121.112	3324.79	271.021	995.057	62.032	247.101	263.779	223.644	948.847	348.467	260.05	580.264	262.319	417.157	217.511	5742.75	1120.9	93.84	552.695	133.763	208.144	55.054	2325.72	153.139	7690.37	231.336
MGI:4937245	0	0	1	0	0	0	0	0	10105.4	0	0	0	0	0	8	0	6056.71	0	0	0	9	0	0	1	0	2751.38
MGI:109365	12.492	6853.33	2924.62	235.188	1.77	39202.5	10.848	23.553	498.921	35.122	30634.7	84.737	3.601	633.003	9.526	3266.37	500.4	27.452	116.239	24.067	11015.5	2.822	4503.07	3.791	4916.02	85.501
MGI:3650499	0	4.053	7.044	23.443	1.009	12.047	1.004	34.399	45.025	27.439	16.319	22.071	1.014	0	2.014	2.015	52.528	9.049	8.141	0	4.008	1.001	9.516	2.012	1.027	17.165
MGI:96669	18	808	1253	461	2	2710	748	11230.6	142.201	10323	3195	191	919	1223	840	687	198	3055.64	185	8	569.991	411	6962.97	200.988	1084	111.917
MGI:1916207	20.008	122.92	130.012	33	0	23.086	21	764.444	275	550	55	27	13	189	37	184	181	203.116	28	10	19.003	4.005	516.001	7.002	154.301	45.002
MGI:1919210	570.574	37.453	11537.8	34926.9	739.582	7147.38	3828.93	2644.43	403.722	2243.62	2818.92	18799	2320.33	9004.41	2490.11	22.507	333.978	673.237	13190.7	186.593	3288.31	559.257	58524	1504.44	33.961	161.68
MGI:5804959	122.689	348.157	227.521	131.585	181.091	337.232	163.505	1074.5	986.699	1545.87	683.175	119.533	311.166	487.916	933.572	525.626	716.485	526.434	83.317	101.744	284.83	114.191	906.829	279.637	361.344	291.298
MGI:2141857	895.374	1839.26	1378.67	1178	13134	924.4	3443.51	903.532	1989.79	1241.28	1144	1248.06	22657.6	2830.71	4209.42	1937.66	2190.79	415.804	934.98	509.32	202.201	5225.47	6752.82	1853.6	1651.67	561.595
MGI:1891698	384.044	3440.24	743.114	1182.16	2	1480.22	882.256	656.039	938.534	1339.01	1028.01	687.012	1125.75	699	546	2727.2	750.181	699.391	773.129	234.059	677.143	499.039	2769.64	474.37	3837.49	517.358
MGI:1917550	236.451	1845.14	468.601	434.572	2.555	1413.04	906.67	551.386	1286.42	804.864	1018.56	279.911	506.429	396.039	614.296	1758.25	1098.1	338.533	214.557	110.951	514.681	189.627	1911.99	271.081	1976.47	530.644
MGI:1923928	171.573	609.477	595.292	234.973	151.749	540.99	214.618	1036.6	4443.8	1046.96	405.279	78.469	130.883	286.32	116.513	388.832	1908.03	393.813	41.061	102.65	181.28	52.323	945.775	43.365	397.704	1280.26
MGI:101921	531.78	4511.48	1745.15	3643.12	1560.65	4555.26	4803.66	10848.5	20474.6	10957.9	2843.86	1558.64	2629.72	1313.95	3097.37	4753.95	15319.2	5086.15	1217.83	380.481	2210.74	1050.06	8673.32	1582.22	6808.42	6031
MGI:99700	303.276	2491.78	562.807	1164.85	404.93	1049.73	370.639	1891.37	2931.47	2012.79	790.536	324.476	267.832	553.626	310.185	1985.29	2006.43	632.406	315.307	126.01	221.009	158.638	1293.39	162.969	2859.38	974.687
MGI:2446526	174.739	386.057	241.875	207.31	22.713	201.748	153.722	4487.48	6818.86	7716.6	245.027	112.643	48.077	240.157	220.891	413.662	5853.3	3049.9	88.548	112.193	70.624	12.937	992.882	58.529	476.308	2270.3
MGI:1354910	25	618	58	104	37	34	133	30	237	35	22	42	40	70	28	572	266	8	65	23	7	6	305	16	435	35
MGI:1277122	897.926	2645.94	1275.89	509.514	230.658	713.489	671.535	136.208	449.515	181.078	696.749	456.812	248.1	792.005	687.01	2836.29	308.028	47.138	410.414	796.046	300.837	131.526	5629.04	500.975	3154.5	101.545
MGI:1351455	5733.26	64759.2	7959.59	13268	10296.7	7115.55	4729.73	5506.77	4030.02	4680.63	5283.13	5942.03	4456.54	4158.75	2456.28	18457.9	2194.48	3555.74	9899.18	3113.92	3276.92	2895.59	11066.8	1789.51	33545	2685.45
MGI:1916095	672.727	2545.84	757.389	1338.43	8.144	1773.08	1197.02	792.951	6150.72	893.593	1001.85	547.698	1257.94	489.622	713.835	1665.74	3354.53	691.729	803.652	580.659	724.397	538.598	2536.23	701.701	2910.37	2242.22
MGI:3779559	3.005	0.005	0.01	4.05	0	1.006	2.003	2238.37	551.266	2308.01	0	5.934	0	0	8.994	0.001	349	667.659	1	0	1.277	0.004	1.006	0	3.463	146.735
MGI:3641844	2	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	45
MGI:1920211	167.1	13.035	23.411	9.011	0	4.022	396.85	33792.8	1774.32	58619.9	3	0	0	37.001	116.032	8.009	2086.99	24264.1	10.01	74.02	0	5.015	169.098	10.231	25.076	567.3
MGI:1861231	168.232	3294.03	622.51	300.126	9.325	16.534	35.647	9.716	48.187	15.938	15.186	321.42	92.178	378.917	6.293	2373.51	38.35	4.735	133.521	91.58	7.054	23.261	917.545	6.056	3814.86	23.202
MGI:2152297	0	1	0	0	0	0	0	4	431	9	0	0	0	0	3	0	350	3	0	0	0	0	14	0	0	88
MGI:1918224	251.067	2551.99	860.291	1674.99	0.001	399.205	2077.68	24398.6	1703.4	30976.7	492.912	1087.79	249.956	991.435	2162.06	1747.95	1317.71	11096.2	420.442	214.383	71.013	114.339	2693.1	574.835	3141.67	744.506
MGI:3621440	339.577	759.646	270.187	344.424	294.176	526.536	490.77	1632.7	354.526	1481.45	535.681	91.029	248.712	246.462	295.112	656.98	332.623	469.235	97.604	136.065	138.925	111.801	651.167	95.083	571.463	143.037
MGI:1270863	760.968	3566.64	3225.11	3470.09	3.688	2573.2	1887.07	1732.67	1067.99	1601.51	1942.28	891.108	2989.3	2548.18	1202.45	3059.11	880.203	598.817	866.472	405.465	956.607	1278.67	9222.64	689.65	3940.17	429.331
MGI:1913847	346.163	266.096	428.879	264.566	164.628	1063.89	533.829	695.875	2524.12	680.993	1296.19	100.036	455.016	447.444	372.377	324.042	2125.35	225.006	45.686	128.307	246.367	45.491	770.554	82.029	383.105	730.478
MGI:88330	82	52650.8	842	1128.19	74.979	111	87	105.001	673.049	201.026	137	1276.05	175	2049	42	50096	823	82.098	1443.17	111.309	29.003	47.845	3425.06	16.065	45334.4	295.336
MGI:1921729	249.169	3014.76	817.891	1076.14	385	895.223	602.07	1346.65	1275.67	2479.03	1047	662.002	980	1032.02	660.002	4193.17	1495.21	859.711	385.313	179.078	373.711	309.295	2510.38	172.08	3982.4	516.056
MGI:3045345	8.111	197.171	71.605	94.473	175.268	92.364	24.114	29.505	358.736	41.261	100.993	42.617	162.931	69.316	70.002	129.435	242.306	5.162	34.342	6.925	28.428	78.841	136.067	29.685	129.473	135.401
MGI:3818630	345.434	900.886	272.014	5439.45	3623.08	896.44	449.211	975.269	580.671	1353.31	760.584	3290.14	7425.75	570.343	525.785	723.786	445.573	313.581	2023.4	197.876	374.603	962.417	1217.06	126.147	870.273	123.198
MGI:2685930	5.127	32.787	9.202	10.268	8.117	19.15	4.487	133.019	6258.95	142.824	8.734	9.061	231.425	8.03	5.047	6.59	3990.08	37	1.118	0.002	12.009	26.634	13.731	0.546	18.139	2148.12
MGI:1923963	0	38.017	0	2.002	1.013	1.749	2	11.006	33472.7	21	0	0	11	9	9	67	29260	10.902	2.008	0	24.027	2.003	5.001	0	29.069	11554.6
MGI:104510	174.898	1969.56	479.873	1874.17	507.899	2105.94	136.28	148.596	8883.59	1706.33	3459.98	2227.85	1793.11	677.611	406.159	3176.14	13234.1	50.437	273.9	135.957	568.633	220.222	1744.47	38.294	1762.1	3007.89
MGI:1924248	1.007	6.559	1.133	11.307	4.187	12.196	0.013	17.872	2429.86	28.556	9.151	1.194	1.002	1.002	0	47.361	1475.41	5.609	2.443	0	8.858	0	4.192	11.222	6.512	716.179
MGI:96226	16538.6	21	116.006	158	0	30	96468.5	35	28	73	63	66	1	161	87393.9	16	21	14.02	40.054	5496.29	17.028	2	1008	22968.8	7	13.003
MGI:103285	3	5	232.005	4	1.016	3797.06	3	30	1206.35	37	4466.11	1	3	188	9	16	679	7.99	0	0	1760.29	2	419.025	2.001	5.001	265.018
MGI:98341	2522.13	31452.6	6747.21	12159.4	4824.67	10659.1	5316.52	13950.5	13109.9	36396.3	9434.02	7573.27	10462.6	9830.51	7950.06	42739.8	12805.3	11330.2	6075.35	1064.35	4513.18	3491.99	28712.9	2462.29	35827.8	4140.27
MGI:97381	7.004	25.009	127	1	0	28.002	419.021	11.001	217.033	22	34	5	2	200	351	28	241	7.004	8	2	15	1	420.024	125	9.002	46.017
MGI:1096398	10391	16209.3	10484.8	10592.1	15.551	28695.4	6290.24	16916.1	5188.29	15449.4	18579.9	5311.03	14950	7931.57	4655.69	13997.2	3574.04	5677.7	3740.61	5496.12	6686.48	5823.8	24622.5	1683.16	17869.4	1367.87
MGI:1921569	653.423	2673.25	469.548	490.05	10.067	622.867	1179.09	452.536	1025.23	592.225	904.054	578.072	829	731.124	1275.2	2151.48	750.058	226.276	207.123	353.646	175.022	132.043	931.797	329.148	2148.09	352.524
MGI:1342299	398.27	3312.81	1305.59	2360.18	513.434	1268.22	1458.41	1130.96	10033.3	1412.34	844.286	517.959	679.562	902.484	926.488	2437.6	4754.66	637.611	968.704	275.43	756.666	293.705	3865.58	617.14	4866.53	3530.62
MGI:1920260	404.653	0	0	0	0	0	0	3879.04	0	3670.26	0	0	0	0	0	0	0	1697.23	0	334.587	0	0	0	0	0	0
MGI:1923280	90.5	359.968	96.767	376.452	222.427	204.376	129.83	273.382	477.968	320.025	227.01	212.138	212.668	165.128	134.343	233.003	710.868	114.456	126.695	43.432	44.549	66.569	303.481	53.911	232.532	100.308
MGI:97388	1423.46	8018.86	5066.15	15667.9	8716.1	13719.2	2764.31	3173.3	0.001	2724.51	10769	7947.78	11250.4	4083.71	1850	8078.58	0.001	1444.73	4903.21	950.225	5459.59	4398.8	19538.9	1247.27	11931.4	0
MGI:1920623	670.865	1787.6	548.721	1548.39	1	1721.34	1448.24	1697.86	29044.9	1517.31	1661.06	903.002	1349	837.981	1317	1354.03	26100.9	552.754	350.889	390.403	378.816	518.112	1302.02	312.393	1712.93	10164.3
MGI:1913315	11.192	109.032	42.308	34.692	18.029	398.518	97.207	34.17	102.867	110.342	378.236	23.001	37.106	13.079	108.072	94.151	99.524	19.563	41.368	6.071	83.241	28.188	371.432	18.333	131.402	26.295
MGI:108430	10	21	436	84	0	55	44	2341	196	1899	69	712	0	467	8	8	153	1036	540	3	48	0	868	6	38	73
MGI:2142433	264	2985	399	754	1	1446	516	720	577	1262	1290	483	473	536	653	2488	571	432	408	171	401	192	2554	173	4461	230
MGI:1276534	1122.22	3674.61	746.272	1359.18	6.732	2923.81	2307.38	490.19	2119.09	1151.83	3763.97	1348.81	2696.89	862.712	2201.78	3810.49	2118.14	436.251	1815.36	930.795	1772.79	625.448	3025.73	1056.16	3485.66	913.832
MGI:1918881	0	0	3.004	1	0	2.829	0	3.006	67.484	0	1	0	0	1	0	1	51.844	0	0	0	0	0	1	2	0	13.941
MGI:1333837	5.037	63.14	4.224	16.229	0	65.612	8.01	12.629	125.315	17.052	39.036	14.949	7	9	2	41.004	86.506	1.002	0.972	4.326	5.002	0	16.081	0	1	20.441
MGI:2443657	377.659	2482.84	810.158	1369.92	24.302	1581.02	556.734	3633.14	26477.6	3280.95	1475.78	571.208	1118.98	825.219	482.054	1748.17	17193.4	1131.93	366.343	173.569	474.133	502.99	2218.96	236.214	2181.75	10429.5
MGI:2148800	1.001	15	4	4	0	2	1	1	36	6	8	0	1	2	0	17	84	0	0	2	1.009	0	7	3	9	2.006
MGI:3649020	0	5	2	346	0	0	1	0	89	0	0	72	0	1	2	0	73.938	0	144.977	0	0	0	0	1	0	32.866
MGI:1336193	118.021	120.217	70.02	45.02	16.24	139.108	283.038	3867.2	92.816	7524	147	39	57.002	50	406.002	149	66.019	3278.55	96.764	125.025	98.018	59.024	742.421	177.226	301.23	42.538
MGI:94866	3371.96	2833.84	5276.47	6183.22	14.162	11420.3	9076.01	3865.41	647.425	4440.66	7626.77	2459.03	12371.7	5169.26	8512.39	2752.05	682.905	2475.92	3240.18	2424.08	4047.62	4792.04	23906.4	3554.96	3937.45	300.218
MGI:1921063	7	17.502	248	3594	1	4	2.206	5	3763.4	3	10	1655	4	290	3.183	32	4671.42	5	1006	4	1	0	510	0	26	345.837
MGI:1915816	1.006	5.473	2.01	8.016	4.207	3.149	32.15	5417.72	152.348	6722.92	0	11.063	0	2.014	47.048	1.006	88.001	2907.78	8.015	1.422	0	2.003	7.009	7.009	3.164	53.766
MGI:1926342	4.086	538.95	138.525	11710	7.073	136.295	4.002	347.06	854.127	509.196	184.139	7488.73	10.001	182.04	10.744	1461.06	369.265	154.615	3143.78	0.002	42.162	1.025	276.379	8.08	32.264	226.365
MGI:1929749	717.945	4529.48	940.744	1140.27	127.747	1230.96	913.913	1598.69	3499.67	1624.46	1440.17	676.741	834.385	1080.72	1009.73	3218.92	2608.58	541.541	383.871	244.804	291.027	321.406	1861.67	287.253	3373.35	1027.39
MGI:1916034	1288.16	4618.37	4737.25	799.121	843.699	908.872	863.061	10966.9	2085.84	14711.8	1593.76	471.302	1048.82	7663.27	1060.75	3464.14	2317.9	5643.33	469.347	761.39	439.364	388.551	22962.4	695.997	3426.83	631.2
MGI:2143103	1898.22	3746.92	1850.33	3784.38	969.348	2578.93	3534.8	1899.97	6327.16	2163.76	2307.23	2042.68	1089.39	1721.11	2393.89	2564.55	3859.66	670.168	1267.73	991.182	917.225	494.99	4857.12	756.854	2762.91	2315.04
MGI:3039582	1.001	94.242	15.009	160.994	0	245.197	1	6916.7	1173.06	19844.8	368.118	82.317	9.299	19	43.004	564.931	1578.15	6642.49	53.385	1	67.872	7.003	117.947	2.004	214.004	365.29
MGI:1334255	742	3204	1427.72	2674	1061	2705	916	2360	11167	2549	1691	999	873	1093	530	2622	6746	1518	1054	404	931	459	4695	428	3571	4290.97
MGI:88445	0	0	0	0	0	0	0	0	0	26.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:2384820	69.206	80.03	62.218	40.057	24.739	32.603	48.015	135.394	52.506	169.014	10.547	11.002	7	5	4	23	51	65.475	7.047	470.633	4.006	4.004	103.033	21.314	48.436	8.029
MGI:95823	60.401	257.217	261.89	1035.53	16.27	155.145	51.018	2405.14	12994.9	2936.9	173.255	486.156	50.635	167.544	107.074	357.962	12809.8	684.543	376.37	35.086	82.141	21.152	3458.28	45.849	389.317	3580.91
MGI:1915122	1120.75	5609.08	1475.26	2493.68	1905.44	3169.66	1229.11	1425.36	1409.73	988.89	1671.49	734.112	1147.63	1152.13	780.698	3104.99	1151.22	605.586	1220.27	549.635	1245.02	601.284	3709.42	458.623	5950.33	554.469
MGI:5141924	5709.98	11574.3	23932.4	1793.87	35.603	11969.5	6078.19	12939.8	5159.27	17597.4	17941	1027.05	1547.36	27724.9	5225.27	8723.55	6230.11	5377.24	951.395	2721.18	3648.69	461.616	98912.4	2481.48	6324.66	1807.52
MGI:1917459	1133.85	1098.17	270.682	1537.98	14.593	3011.9	3600.05	954.764	496.053	1581.78	2618.42	847.36	2369.46	340.958	2796.07	1220.15	516.004	566.079	369.544	481.201	885.036	566.831	1506.47	1322.67	1549.27	125.191
MGI:2684890	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11
MGI:1917319	0	2	0	0	0	0	0	1	28644	0	0	0	0	0	29	0	36127	0	0	0	53	0	0	7	0	7657
MGI:109613	1220.74	835.28	266.14	1302.51	335.101	608.522	432.886	1962.79	362.304	2645.57	1188.58	287.661	78.408	278.01	463.673	848.856	208.29	1165.55	476.648	1119.27	408.001	73.382	776.59	368.425	1306.54	99.296
MGI:2446120	90.686	779.75	745.219	2144.37	41.367	1312.32	213.899	333.719	3902.53	1632.72	5488.13	4668.16	1740.65	1578.84	3134.99	1559.95	3094.07	98.691	79.196	29.271	174.221	17.663	1924.05	33.235	578.372	2550.62
MGI:1915323	228.849	1407.29	356.184	620.049	1.002	1736.55	486.12	708.077	657.543	833.948	1497.07	379.049	1474	380.259	422.037	1353.02	624.719	193.216	214.353	127.057	478.99	387.88	1047.65	135.115	1470.86	216.524
MGI:2444608	290.042	1730.65	2336.09	292.283	43.187	297.333	90.13	83.056	11.185	20.041	356.017	154.361	191.072	2809.88	93.645	4355.15	13.01	0	198.104	131.058	46.028	85.014	6084.06	31.114	3516.87	1.005
